companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Macerich Company (The) Common Stock,MAC,5/17/2024,6/03/2024,5/20/2024,0.17,0.68,4/26/2024
Murphy Oil Corporation Common Stock,MUR,5/17/2024,6/03/2024,5/20/2024,0.3,1.2,4/03/2024
Murphy USA Inc. Common Stock,MUSA,5/17/2024,6/03/2024,5/20/2024,0.44,1.76,5/09/2024
"ONE Gas, Inc. Common Stock",OGS,5/17/2024,6/04/2024,5/20/2024,0.66,2.64,5/06/2024
"Papa John's International, Inc. Common Stock",PZZA,5/17/2024,5/31/2024,5/20/2024,0.46,1.84,5/02/2024
Patria Investments Limited Class A Common Shares,PAX,5/17/2024,6/10/2024,5/20/2024,0.175,0.7,4/26/2024
"Penske Automotive Group, Inc. Common Stock",PAG,5/17/2024,6/04/2024,5/20/2024,0.96,3.84,5/09/2024
Phillips 66 Common Stock,PSX,5/17/2024,6/03/2024,5/20/2024,1.15,4.6,4/03/2024
"PT Telekomunikasi Indonesia, Tbk",TLK,5/17/2024,6/17/2024,5/20/2024,1.111639,1.1116,5/08/2024
"Ryder System, Inc. Common Stock",R,5/17/2024,6/21/2024,5/20/2024,0.71,2.84,5/03/2024
"Sabra Health Care REIT, Inc. Common Stock",SBRA,5/17/2024,5/31/2024,5/20/2024,0.3,1.2,5/08/2024
Snap-On Incorporated Common Stock,SNA,5/17/2024,6/10/2024,5/20/2024,1.86,7.44,4/25/2024
Southern Company (The) Common Stock,SO,5/17/2024,6/06/2024,5/20/2024,0.72,2.88,4/22/2024
SPDR Dow Jones Industrial Average ETF Trust Units,DIA,5/17/2024,6/17/2024,5/20/2024,0.59414,6.526,1/02/2024
"Sturm, Ruger & Company, Inc. Common Stock",RGR,5/17/2024,6/07/2024,5/20/2024,0.16,0.64,5/07/2024
"Superior Group of Companies, Inc. Common Stock",SGC,5/17/2024,6/03/2024,5/20/2024,0.14,0.56,5/07/2024
"Tetra Tech, Inc. Common Stock",TTEK,5/17/2024,5/31/2024,5/20/2024,0.29,1.16,4/29/2024
Tiptree Inc. Common Stock,TIPT,5/17/2024,5/28/2024,5/20/2024,0.06,0.24,4/30/2024
TPG Inc. Class A Common Stock,TPG,5/17/2024,6/03/2024,5/20/2024,0.41,1.64,5/08/2024
Tronox Holdings plc Ordinary Shares (UK),TROX,5/17/2024,6/21/2024,5/20/2024,0.125,0.5,5/07/2024
"Twin Disc, Incorporated Common Stock",TWIN,5/17/2024,6/03/2024,5/20/2024,0.04,0.16,4/30/2024
"TXO Partners, L.P. Common Units Representing Limited Partner Interests",TXO,5/17/2024,5/29/2024,5/20/2024,0.65,2.6,5/07/2024
Ubiquiti Inc. Common Stock,UI,5/17/2024,5/28/2024,5/20/2024,0.6,2.4,5/10/2024
Vanguard Long-Term Bond ETF,BLV,5/17/2024,5/30/2024,5/20/2024,0.2812,3.1206,1/17/2024
"Wynn Resorts, Limited Common stock",WYNN,5/17/2024,5/31/2024,5/20/2024,0.25,1.0,5/07/2024
Zurn Elkay Water Solutions Corporation Common Stock,ZWS,5/17/2024,6/07/2024,5/20/2024,0.08,0.32,5/02/2024
