companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Western Asset Diversified Income Fund Common Shares of Beneficial Interest,WDI,6/21/2024,7/01/2024,6/21/2024,0.1485,1.782,5/22/2024
Federal Realty Investment Trust Common Stock,FRT,6/21/2024,7/15/2024,6/21/2024,1.09,4.36,5/02/2024
FS Credit Opportunities Corp. Common Stock,FSCO,6/21/2024,6/28/2024,6/21/2024,0.06,0.72,6/03/2024
UNB Corp,UNPA,6/21/2024,6/28/2024,6/21/2024,1.0,2.0,6/06/2024
Tate & Lyle plc ADR,TATYY,6/21/2024,8/07/2024,6/21/2024,0.605113,1.4997,N/A
Experian Plc ADR,EXPGY,6/21/2024,7/19/2024,6/21/2024,0.38,0.76,N/A
Malaga Financial Corp,MLGF,6/21/2024,7/02/2024,6/21/2024,0.25,1.0,5/24/2024
Barloworld Ltd ADR,BRRAY,6/21/2024,7/09/2024,6/21/2024,0.068418,0.1368,N/A
British Land Co plc ADR,BTLCY,6/21/2024,8/05/2024,6/21/2024,0.095288,0.3812,N/A
Eastern Michigan Financial Corp.,EFIN,6/21/2024,6/28/2024,6/21/2024,0.4,1.6,5/21/2024
United Utilities Group PLC ADR,UUGRY,6/21/2024,8/08/2024,6/21/2024,0.780726,1.5615,N/A
3i Group plc ADR,TGOPY,6/21/2024,8/12/2024,6/21/2024,0.193652,0.3873,N/A
Persimmon plc ADR,PSMMY,6/21/2024,7/29/2024,6/21/2024,0.96768,1.9354,N/A
NetDragon Websoft Holdings Limited ADR,NDWTY,6/21/2024,8/09/2024,6/21/2024,1.486393,2.9728,N/A
Huadian Power International Corporation Ltd. ADR,HPIFY,6/21/2024,9/16/2024,6/21/2024,0.508289,0.5083,N/A
Mitie Group plc ADR,MITFY,6/21/2024,8/20/2024,6/21/2024,0.134303,0.2686,N/A
Vodacom Group Ltd ADR,VDMCY,6/21/2024,7/01/2024,6/21/2024,0.1039764,0.208,N/A
ST Microelectronics,STMEF,6/21/2024,6/26/2024,6/25/2024,0.09,0.36,N/A
Restaurant Brands International Limited Partnership Unit,RSTRF,6/21/2024,7/05/2024,6/21/2024,0.58,2.32,4/30/2024
Airtel Africa,AARTY,6/21/2024,8/12/2024,6/21/2024,0.30345,0.7837,N/A
Asseco Poland SA. ADR,ASOZY,6/21/2024,7/15/2024,6/21/2024,0.687004,0.687,N/A
Ace Hardware Indonesia Tbk PT ADR,PHDWY,6/21/2024,7/19/2024,6/21/2024,0.123408,0.2472,N/A
