,Symbol,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
65,TEF,20231125142318,$4.12,12/12/2023,7.93%,,11/03/2023,0.3185,Telecommunications Equipment,,
66,AEE,20231125142319,$77.00,12/12/2023,3.27%,,10/13/2023,2.52,Power Generation,,
67,GHL,20231125142321,$14.82,12/12/2023,2.7%,,11/09/2023,0.4,Investment Bankers/Brokers/Service,,
68,FSK,20231125142322,$19.83,12/12/2023,N/A,,11/06/2023,2.56,Investment Managers,,
69,FSK,20231125142323,$19.83,12/12/2023,N/A,,11/06/2023,2.56,Investment Managers,,
70,HPQ,20231125142325,$28.66,12/12/2023,3.67%,,11/07/2023,1.1024,Computer Manufacturing,,
71,INSW,20231125142326,$46.69,12/12/2023,1.14%,,11/06/2023,0.48,Marine Transportation,,
72,INSW,20231125142327,$46.69,12/12/2023,1.14%,,11/06/2023,0.48,Marine Transportation,,
73,WH,20231125142329,$78.11,12/12/2023,1.79%,,11/14/2023,1.4,Hotels/Resorts,,
74,ANDC,20231125142330,$19.75,12/12/2023,3.8%,,11/15/2023,0.75,N/A,,
75,MIFF,20231125142332,$28.00,12/12/2023,5%,,11/14/2023,1.42,N/A,,
76,PASDL,20231125142333,$24.84,12/12/2023,4.13%,,11/08/2023,1.025,N/A,,
77,PASDV,20231125142334,$24.75,12/12/2023,4.14%,,11/08/2023,1.025,N/A,,
78,ADT,20231125142336,$5.94,12/13/2023,2.34%,,11/02/2023,0.14,Diversified Commercial Services,,
79,AIG,20231125142337,$64.97,12/13/2023,2.21%,,11/01/2023,1.44,Life Insurance,,
80,MER^K,20231125142339,$25.56,12/13/2023,6.32%,,10/09/2023,1.6125,N/A,,
81,CHSCL,20231125142341,$25.765,12/13/2023,7.28%,,11/07/2023,1.875,Farming/Seeds/Milling,,
82,CHSCM,20231125142342,$24.86,12/13/2023,6.79%,,11/07/2023,1.6875,Farming/Seeds/Milling,,
83,CHSCN,20231125142344,$25.33,12/13/2023,7.01%,,11/07/2023,1.775,Farming/Seeds/Milling,,
84,CHSCP,20231125142346,$29.96,12/13/2023,6.68%,,11/07/2023,2.0,Farming/Seeds/Milling,,
85,CHSCO,20231125142347,$26.29,12/13/2023,7.49%,,11/07/2023,1.968752,Farming/Seeds/Milling,,
86,DUKB,20231125142348,$23.51,12/13/2023,5.94%,,11/25/2023,1.4062,Railroads,,
87,FISI,20231125142350,$17.91,12/13/2023,6.7%,,11/14/2023,1.2,Major Banks,,
88,HCA,20231125142351,$253.01,12/13/2023,0.95%,,10/24/2023,2.4,Hospital/Nursing Management,,
89,ICE,20231125142352,$114.32,12/13/2023,1.47%,,11/02/2023,1.68,Investment Bankers/Brokers/Service,,
90,ICMB,20231125142354,$3.49,12/13/2023,20.63%,,11/09/2023,0.72,Finance: Consumer Services,,
91,JACK,20231125142355,$70.13,12/13/2023,2.51%,,11/17/2023,1.76,Restaurants,,
92,MCY,20231125142357,$36.61,12/13/2023,3.44%,,10/31/2023,1.27,Property-Casualty Insurers,,
93,JSM,20231125142358,$18.28,12/13/2023,8.21%,,11/25/2023,1.5,Finance: Consumer Services,,
94,CTDD,20231125142359,$10.54,12/13/2023,15.92%,,11/25/2023,1.6875,Telecommunications Equipment,,
95,REG,20231125142401,$61.21,12/13/2023,4.25%,,11/02/2023,2.6,Real Estate Investment Trusts,,
96,SCE^G,20231125142402,$18.67,12/13/2023,6.78%,,11/25/2023,1.275,N/A,,
97,SCE^H,20231125142404,$24.22,12/13/2023,5.89%,,10/26/2023,1.4375,N/A,,
98,SCE^L,20231125142405,$18.72,12/13/2023,6.7%,,10/05/2023,1.25,N/A,,
99,SLRC,20231125142406,$14.89,12/13/2023,11.01%,,11/07/2023,1.64,Finance/Investors Services,,
100,SCE^J,20231125142408,$20.65,12/13/2023,6.56%,,10/26/2023,1.3438,N/A,,
101,SCE^K,20231125142409,$23.00,12/13/2023,5.91%,,10/26/2023,1.3625,N/A,,
102,MDU,20231125142500,$19.02,12/13/2023,2.63%,,11/16/2023,0.5,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,
103,AIG,20231125142501,$64.97,12/13/2023,2.21%,,11/01/2023,1.44,Life Insurance,,
104,MCY,20231125142503,$36.61,12/13/2023,3.44%,,10/31/2023,1.27,Property-Casualty Insurers,,
105,TNP,20231125142504,$20.65,12/13/2023,2.73%,,11/21/2023,0.6,Marine Transportation,,
106,HCA,20231125142506,$253.01,12/13/2023,0.95%,,10/24/2023,2.4,Hospital/Nursing Management,,
107,ICE,20231125142507,$114.32,12/13/2023,1.47%,,11/02/2023,1.68,Investment Bankers/Brokers/Service,,
108,CTDD,20231125142509,$10.54,12/13/2023,15.92%,,N/A,1.6875,Telecommunications Equipment,,
109,ADT,20231125142510,$5.94,12/13/2023,2.34%,,11/02/2023,0.14,Diversified Commercial Services,,
110,DUKB,20231125142512,$23.51,12/13/2023,5.94%,,N/A,1.4062,Railroads,,
111,PINE,20231125142513,$16.30,12/13/2023,6.7%,,11/21/2023,1.1,Real Estate Investment Trusts,,
112,AAN,20231125142515,$8.79,12/13/2023,5.62%,,11/08/2023,0.5,Diversified Commercial Services,,
113,CTO,20231125142516,$16.62,12/13/2023,9.1%,,11/21/2023,1.52,Real Estate Investment Trusts,,
114,DOLE,20231125142517,$11.49,12/13/2023,2.77%,,11/15/2023,0.32,Farming/Seeds/Milling,,
115,FIISO,20231125142519,$107.89,12/13/2023,7.86%,,11/14/2023,8.48,N/A,,
116,LTGHY,20231125142520,$3.79,12/13/2023,1.29%,,N/A,0.0831,N/A,,
117,ALB,20231125142522,$126.59,12/14/2023,1.24%,,10/23/2023,1.6,Major Chemicals,,
118,AQNB,20231125142524,$24.55,12/14/2023,6.28%,,11/25/2023,1.55,Electric Utilities: Central,,
119,AFGB,20231125142525,$22.91,12/14/2023,6.39%,,11/25/2023,1.4688,Property-Casualty Insurers,,
120,AMH,20231125142527,$35.96,12/14/2023,2.44%,,10/30/2023,0.88,Real Estate Investment Trusts,,
121,AMH^G,20231125142528,$22.5999,12/14/2023,6.48%,,10/30/2023,1.4688,N/A,,
122,AMH^H,20231125142530,$23.81,12/14/2023,6.59%,,10/30/2023,1.5625,N/A,,
123,ACGLO,20231125142531,$22.43,12/14/2023,6.07%,,11/10/2023,1.3625,Property-Casualty Insurers,,
124,ACGLN,20231125142533,$19.02,12/14/2023,5.98%,,11/10/2023,1.1375,Property-Casualty Insurers,,
125,ARCC,20231125142534,$19.84,12/14/2023,9.68%,,10/24/2023,1.92,Finance: Consumer Services,,
126,ARES,20231125142536,$108.82,12/14/2023,2.82%,,10/31/2023,3.08,Investment Managers,,
127,AVNT,20231125142537,$34.22,12/14/2023,2.88%,,10/12/2023,1.03,Major Chemicals,,
128,BWNB,20231125142538,$18.10,12/14/2023,8.89%,,11/25/2023,1.625,Building Products,,
129,BIPI,20231125142540,$15.60,12/14/2023,8.15%,,11/25/2023,1.2812,N/A,,
130,BKCC,20231125142541,$3.79,12/14/2023,10.55%,,11/07/2023,0.4,Finance: Consumer Services,,
131,TCPC,20231125142543,$11.81,12/14/2023,14.9%,,11/02/2023,1.76,Finance/Investors Services,,
132,BIPH,20231125142544,$15.55,12/14/2023,8.05%,,11/25/2023,1.25,Oil & Gas Production,,
133,CADE,20231125142546,$24.55,12/14/2023,3.81%,,10/25/2023,0.94,Major Banks,,
134,CSWC,20231125142547,$22.42,12/14/2023,11.06%,,10/25/2023,2.48,Textiles,,
135,CSSEN,20231125142548,$19.545,12/14/2023,12.15%,,11/25/2023,2.375,Movies/Entertainment,,
136,CIM^C,20231125142550,$18.25,12/14/2023,10.51%,,11/02/2023,1.9375,N/A,,
137,CIM^A,20231125142551,$18.57,12/14/2023,10.73%,,11/02/2023,2.0,N/A,,
138,CIM^B,20231125142553,$21.71,12/14/2023,9.17%,,11/02/2023,2.0,N/A,,
139,CIM^D,20231125142554,$21.27,12/14/2023,9.33%,,11/02/2023,2.0,N/A,,
140,CTBI,20231125142555,$39.79,12/14/2023,4.62%,,10/24/2023,1.84,Major Banks,,
141,CLM,20231125142557,$7.25,12/14/2023,20.33%,,8/04/2023,1.4736,Finance/Investors Services,,
142,CRF,20231125142558,$7.15,12/14/2023,19.55%,,8/04/2023,1.4076,Finance/Investors Services,,
143,CCI,20231125142600,$103.10,12/14/2023,6.04%,,10/18/2023,6.26,Real Estate Investment Trusts,,
144,CRWS,20231125142601,$4.87,12/14/2023,6.57%,,11/14/2023,0.32,Textiles,,
145,CUBB,20231125142603,$17.81,12/14/2023,7.51%,,11/25/2023,1.3438,Major Banks,,
146,SREA,20231125142604,$24.13,12/14/2023,5.94%,,11/25/2023,1.4375,Professional Services,,
147,DPZ,20231125142606,$369.49,12/14/2023,1.31%,,10/10/2023,4.84,Food Distributors,,
148,ECCV,20231125142608,$21.81,12/14/2023,6.16%,,11/25/2023,1.3587,"Trusts, Except Educational, Religious, and Charitable",,
149,ECCX,20231125142609,$24.0434,12/14/2023,7.03%,,11/25/2023,1.6719,"Trusts, Except Educational, Religious, and Charitable",,
150,ECCW,20231125142611,$23.04,12/14/2023,7.35%,,11/25/2023,1.6875,"Trusts, Except Educational, Religious, and Charitable",,
151,EP^C,20231125142612,$45.87,12/14/2023,5.29%,,11/25/2023,2.375,N/A,,
152,ESOA,20231125142613,$4.50,12/14/2023,N/A,,11/15/2023,0.0,"Water, Sewer, Pipeline, Comm & Power Line Construction",,
153,EFSC,20231125142704,$38.32,12/14/2023,2.61%,,10/23/2023,1.0,Major Banks,,
154,ESSA,20231125142705,$16.42,12/14/2023,3.65%,,11/14/2023,0.6,Banks,,
155,FFIN,20231125142707,$26.61,12/14/2023,2.71%,,10/24/2023,0.72,Major Banks,,
156,FHN,20231125142708,$12.15,12/14/2023,4.94%,,10/24/2023,0.6,Major Banks,,
157,FBIOP,20231125142710,$10.97,12/14/2023,21.37%,,11/25/2023,2.34375,Biotechnology: Pharmaceutical Preparations,,
158,GRMN,20231125142711,$120.37,12/14/2023,2.41%,,2/22/2023,2.92,Industrial Machinery/Components,,
159,GATX,20231125142713,$109.37,12/14/2023,1.99%,,10/27/2023,2.2,Transportation Services,,
160,GILD,20231125142714,$75.70,12/14/2023,3.96%,,11/01/2023,3.0,Biotechnology: Biological Products (No Diagnostic Substances),,
161,GPN,20231125142716,$112.38,12/14/2023,0.89%,,10/31/2023,1.0,Business Services,,
162,GECCO,20231125142717,$24.5656,12/14/2023,5.98%,,11/25/2023,1.468748,Finance Companies,,
163,GECCM,20231125142719,$25.40,12/14/2023,6.64%,,11/25/2023,1.6875,Finance: Consumer Services,,
164,GECCZ,20231125142720,$24.95,12/14/2023,4.29%,,11/25/2023,1.06944,Finance Companies,,
165,GECC,20231125142721,$10.10,12/14/2023,13.86%,,11/02/2023,1.4,Finance: Consumer Services,,
166,GEGGL,20231125142723,$21.3732,12/14/2023,8.48%,,11/25/2023,1.81252,Finance: Consumer Services,,
167,HLNE,20231125142724,$93.99,12/14/2023,1.89%,,11/25/2023,1.78,Investment Managers,,
168,HWBK,20231125142725,$21.19,12/14/2023,3.21%,,10/25/2023,0.68,Major Banks,,
169,HTFB,20231125142727,$23.65,12/14/2023,5.15%,,11/25/2023,1.2188,Finance/Investors Services,,
170,HTFC,20231125142728,$23.91,12/14/2023,6.56%,,11/25/2023,1.5625,Finance: Consumer Services,,
171,IPAR,20231125142730,$123.65,12/14/2023,2.02%,,2/13/2023,2.5,Package Goods/Cosmetics,,
172,KBR,20231125142731,$52.33,12/14/2023,1.03%,,10/18/2023,0.54,Military/Government/Technical,,
173,KFRC,20231125142733,$65.93,12/14/2023,2.18%,,10/27/2023,1.44,Professional Services,,
174,KKRS,20231125142734,$17.37,12/14/2023,6.68%,,11/25/2023,1.1562,N/A,,
175,KIO,20231125142736,$11.88,12/14/2023,12.15%,,10/16/2023,1.458,Investment Managers,,
176,LDOS,20231125142737,$106.32,12/14/2023,1.35%,,10/27/2023,1.52,EDP Services,,
177,M,20231125142738,$14.84,12/14/2023,4.45%,,10/27/2023,0.6616,Department/Specialty Retail Stores,,
178,MNSBP,20231125142740,$21.60,12/14/2023,8.68%,,11/15/2023,1.875,Major Banks,,
179,MBNKP,20231125142741,$22.8919,12/14/2023,8.74%,,10/26/2023,2.0,Commercial Banks,,
180,MBINP,20231125142742,$23.94,12/14/2023,7.31%,,11/15/2023,1.75,Major Banks,,
181,MBIN,20231125142744,$33.72,12/14/2023,0.95%,,11/15/2023,0.32,Major Banks,,
182,MBINO,20231125142745,$21.75,12/14/2023,6.9%,,11/15/2023,1.5,Major Banks,,
183,MBINN,20231125142747,$18.38,12/14/2023,8.16%,,11/15/2023,1.5,Major Banks,,
184,MBINM,20231125142748,$24.31,12/14/2023,8.48%,,11/15/2023,2.0624,Major Banks,,
185,MEOH,20231125142749,$43.45,12/14/2023,1.7%,,11/15/2023,0.74,N/A,,
186,MSBIP,20231125142751,$23.65,12/14/2023,8.19%,,11/06/2023,1.9376,Major Banks,,
187,NMFC,20231125142752,$12.82,12/14/2023,11.23%,,10/24/2023,1.44,Finance/Investors Services,,
188,NEU,20231125142754,$516.35,12/14/2023,1.72%,,10/26/2023,9.0,Major Chemicals,,
189,NREF,20231125142755,$15.50,12/14/2023,4.67%,,10/31/2023,2.0,Real Estate Investment Trusts,,
190,NXRT,20231125142757,$30.78,12/14/2023,5.4%,,10/31/2023,1.8497,Real Estate Investment Trusts,,
191,NTRSO,20231125142758,$21.75,12/14/2023,5.4%,,10/17/2023,1.175,Major Banks,,
192,NWE,20231125142759,$50.90,12/14/2023,5.03%,,10/26/2023,2.56,Power Generation,,
193,OCSL,20231125142801,$19.94,12/14/2023,11.03%,,11/14/2023,2.2,Finance: Consumer Services,,
194,OXLCZ,20231125142802,$22.77,12/14/2023,5.49%,,11/25/2023,1.25,Finance Companies,,
195,OXLCP,20231125142803,$22.88,12/14/2023,6.83%,,10/26/2023,1.5625,Investment Managers,,
196,OXLCL,20231125142805,$23.05,12/14/2023,7.32%,,11/25/2023,1.6875,Finance Companies,,
197,OXLCM,20231125142806,$24.82,12/14/2023,6.8%,,10/26/2023,1.6875,Investment Managers,,
198,OXLCN,20231125142808,$22.8324,12/14/2023,7.8%,,10/26/2023,1.78125,Investment Managers,,
199,OXLC,20231125142809,$4.91,12/14/2023,19.55%,,7/27/2023,0.96,Investment Managers,,
200,OXLCO,20231125142810,$21.365,12/14/2023,7.02%,,10/26/2023,1.5,Investment Managers,,
201,OXSQ,20231125142812,$2.87,12/14/2023,14.63%,,8/03/2023,0.42,Blank Checks,,
202,PARAP,20231125142813,$19.41,12/14/2023,29.62%,,10/12/2023,5.75,Broadcasting,,
203,PARAA,20231125142814,$17.88,12/14/2023,1.12%,,10/12/2023,0.2,Broadcasting,,
204,PARA,20231125142905,$14.16,12/14/2023,1.41%,,10/12/2023,0.2,Broadcasting,,
205,PECO,20231125142906,$35.45,12/14/2023,3.3%,,11/07/2023,1.17,Real Estate Investment Trusts,,
206,PB,20231125142908,$58.74,12/14/2023,3.74%,,10/18/2023,2.24,Major Banks,,
207,QCRH,20231125142909,$51.08,12/14/2023,0.47%,,11/02/2023,0.24,Major Banks,,
208,RYN,20231125142910,$31.09,12/14/2023,3.67%,,10/20/2023,1.14,Real Estate Investment Trusts,,
209,UTG,20231125142912,$26.17,12/14/2023,8.64%,,10/06/2023,2.28,Investment Managers,,
210,RRR,20231125142913,$45.40,12/14/2023,2.2%,,11/25/2023,1.0,Hotels/Resorts,,
211,RBCAA,20231125142914,$47.20,12/14/2023,3.17%,,11/15/2023,1.496,Major Banks,,
212,ROIC,20231125142916,$12.24,12/14/2023,4.9%,,10/24/2023,0.6,Real Estate Investment Trusts,,
213,REXR^C,20231125142917,$20.60,12/14/2023,6.78%,,10/18/2023,1.4063,N/A,,
214,REXR^B,20231125142919,$21.71,12/14/2023,6.75%,,10/18/2023,1.4688,N/A,,
215,SCCD,20231125142920,$21.15,12/14/2023,7.1%,,11/25/2023,1.5,Real Estate Investment Trusts,,
216,SCCE,20231125142922,$20.72,12/14/2023,7.1%,,11/25/2023,1.5,Real Estate Investment Trusts,,
217,SACC,20231125142923,$24.24,12/14/2023,7.08%,,11/25/2023,1.7188,Real Estate Investment Trusts,,
218,SCCB,20231125142925,$24.9001,12/14/2023,7.15%,,11/25/2023,1.7812,Real Estate Investment Trusts,,
219,SCCF,20231125142926,$21.25,12/14/2023,8.19%,,11/25/2023,1.7812,Real Estate Investment Trusts,,
220,SCCC,20231125142928,$23.6195,12/14/2023,8.21%,,11/25/2023,1.9375,Real Estate Investment Trusts,,
221,SCCG,20231125142929,$22.4017,12/14/2023,8.82%,,11/25/2023,2.0,Real Estate Investment Trusts,,
222,SBBA,20231125142930,$24.97,12/14/2023,7%,,11/25/2023,1.75,Marine Transportation,,
223,SBCF,20231125142932,$23.04,12/14/2023,3.13%,,11/25/2023,0.72,Major Banks,,
224,SFNC,20231125142933,$16.20,12/14/2023,4.94%,,10/18/2023,0.8,Major Banks,,
225,SPG^J,20231125142935,$56.6201,12/14/2023,7.41%,,10/30/2023,4.1875,N/A,,
226,SAH,20231125142936,$52.25,12/14/2023,2.2%,,10/26/2023,1.2,Retail-Auto Dealers and Gas Stations,,
227,SHOO,20231125142938,$37.16,12/14/2023,2.26%,,11/25/2023,0.84,Shoe Manufacturing,,
228,TROW,20231125142939,$97.76,12/14/2023,4.99%,,10/31/2023,4.88,Investment Bankers/Brokers/Service,,
229,TSM,20231125142940,$98.65,12/14/2023,2%,,8/08/2023,1.8896,Semiconductors,,
230,TFSA,20231125142942,$22.9426,12/14/2023,7.63%,,11/25/2023,1.75,N/A,,
231,TPTA,20231125142943,$19.16,12/14/2023,7.83%,,11/25/2023,1.5,Real Estate Investment Trusts,,
232,TRNO,20231125142945,$55.80,12/14/2023,3.21%,,11/01/2023,1.8,Real Estate,,
233,TXT,20231125142946,$78.01,12/14/2023,0.1%,,10/25/2023,0.08,Aerospace,,
234,TPVG,20231125142947,$10.46,12/14/2023,15.25%,,10/26/2023,1.6,Other Consumer Services,,
235,TPB,20231125142949,$22.88,12/14/2023,1.13%,,11/01/2023,0.26,Tobacco,,
236,UNIT,20231125142950,$5.40,12/14/2023,11.11%,,11/01/2023,0.6,Real Estate Investment Trusts,,
237,UNTY,20231125142952,$26.52,12/14/2023,1.81%,,11/16/2023,0.48,Major Banks,,
238,OLED,20231125142953,$165.45,12/14/2023,0.85%,,10/31/2023,1.4,Electrical Products,,
239,UTMD,20231125142954,$82.45,12/14/2023,1.43%,,10/31/2023,1.18,Medical/Dental Instruments,,
240,VRSK,20231125142956,$240.03,12/14/2023,0.57%,,11/01/2023,1.36,Business Services,,
241,VTS,20231125142957,$23.46,12/14/2023,8.32%,,11/01/2023,2.0,Oil & Gas Production,,
242,VNO^O,20231125142958,$12.55,12/14/2023,8.9%,,10/26/2023,1.1125,N/A,,
243,VNO^M,20231125143000,$14.44,12/14/2023,9.14%,,10/26/2023,1.3125,N/A,,
244,VNO^N,20231125143001,$14.58,12/14/2023,9.05%,,10/26/2023,1.3125,N/A,,
245,VNO^L,20231125143003,$14.74,12/14/2023,9.22%,,10/26/2023,1.35,N/A,,
246,WRB^H,20231125143004,$17.61,12/14/2023,5.86%,,11/25/2023,1.0312,N/A,,
247,WRB^G,20231125143006,$19.45,12/14/2023,5.45%,,11/25/2023,1.0625,N/A,,
248,WRB^F,20231125143007,$21.09,12/14/2023,6.05%,,11/25/2023,1.275,N/A,,
249,WRB^E,20231125143009,$22.85,12/14/2023,6.23%,,11/25/2023,1.425,N/A,,
250,WAL^A,20231125143010,$15.85,12/14/2023,6.68%,,10/30/2023,1.0625,N/A,,
251,CRF,20231125143012,$7.15,12/14/2023,19.55%,,8/04/2023,1.4076,Finance/Investors Services,,
252,CLM,20231125143013,$7.25,12/14/2023,20.33%,,8/04/2023,1.4736,Finance/Investors Services,,
253,NEN,20231125143015,$70.00,12/14/2023,2.29%,,11/09/2023,1.6,Real Estate,,
254,EPM,20231125143016,$5.82,12/14/2023,8%,,11/07/2023,0.48,Oil & Gas Production,,
255,UTG,20231125143106,$26.17,12/14/2023,8.64%,,10/06/2023,2.28,Investment Managers,,
256,SCCB,20231125143108,$24.9001,12/14/2023,7.15%,,N/A,1.7812,Real Estate Investment Trusts,,
257,SACC,20231125143109,$24.24,12/14/2023,7.08%,,N/A,1.7188,Real Estate Investment Trusts,,
258,SCCC,20231125143111,$23.6195,12/14/2023,8.21%,,N/A,1.9375,Real Estate Investment Trusts,,
259,SCCD,20231125143112,$21.15,12/14/2023,7.1%,,N/A,1.5,Real Estate Investment Trusts,,
260,SCCE,20231125143114,$20.72,12/14/2023,7.1%,,N/A,1.5,Real Estate Investment Trusts,,
261,SCCF,20231125143115,$21.25,12/14/2023,8.19%,,N/A,1.7812,Real Estate Investment Trusts,,
