,Symbol,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
38,ECCX,20231212224628,$24.2194,12/14/2023,6.85%,,12/12/2023,1.6719,"Trusts, Except Educational, Religious, and Charitable",,
39,ECCW,20231212224630,$23.91,12/14/2023,7.08%,,12/12/2023,1.6875,"Trusts, Except Educational, Religious, and Charitable",,
40,EP^C,20231212224631,$46.74,12/14/2023,5.2%,,12/12/2023,2.375,N/A,,
41,ESOA,20231212224633,$3.86,12/14/2023,N/A,,11/15/2023,0.0,"Water, Sewer, Pipeline, Comm & Power Line Construction",,
42,EFSC,20231212224634,$41.90,12/14/2023,2.39%,,10/23/2023,1.0,Major Banks,,
43,EPSN,20231212224636,$5.10,12/14/2023,4.9%,,11/27/2023,0.25,Oil & Gas Production,,
44,ESSA,20231212224637,$17.96,12/14/2023,3.34%,,11/14/2023,0.6,Banks,,
45,FCAP,20231212224639,$26.54,12/14/2023,4.07%,,11/20/2023,1.08,Savings Institutions,,
46,FFIN,20231212224640,$28.33,12/14/2023,2.54%,,10/24/2023,0.72,Major Banks,,
47,FHN,20231212224643,$13.52,12/14/2023,4.49%,,10/24/2023,0.6,Major Banks,,
48,FSFG,20231212224644,$15.60,12/14/2023,3.59%,,11/29/2023,0.56,Savings Institutions,,
49,FBIOP,20231212224646,$15.06,12/14/2023,15.56%,,12/12/2023,2.34375,Biotechnology: Pharmaceutical Preparations,,
50,GRMN,20231212224647,$125.20,12/14/2023,2.33%,,2/22/2023,2.92,Industrial Machinery/Components,,
51,GATX,20231212224738,$113.95,12/14/2023,1.93%,,10/27/2023,2.2,Transportation Services,,
52,GIPR,20231212224740,$4.00,12/14/2023,11.7%,,10/03/2023,0.468,Real Estate Investment Trusts,,
53,GILD,20231212224742,$80.09,12/14/2023,3.75%,,11/01/2023,3.0,Biotechnology: Biological Products (No Diagnostic Substances),,
54,GPN,20231212224744,$122.72,12/14/2023,0.81%,,10/31/2023,1.0,Business Services,,
55,SELF,20231212224745,$4.70,12/14/2023,6.17%,,12/01/2023,0.29,Real Estate Investment Trusts,,
56,GECCO,20231212224747,$24.12,12/14/2023,6.09%,,12/12/2023,1.468748,Finance Companies,,
57,GECCM,20231212224749,$25.25,12/14/2023,6.68%,,12/12/2023,1.6875,Finance: Consumer Services,,
58,GECCZ,20231212224751,$25.08,12/14/2023,4.26%,,12/12/2023,1.06944,Finance Companies,,
59,GECC,20231212224752,$10.8098,12/14/2023,12.95%,,11/02/2023,1.4,Finance: Consumer Services,,
60,GEGGL,20231212224754,$21.75,12/14/2023,8.33%,,12/12/2023,1.81252,Finance: Consumer Services,,
61,HLNE,20231212224755,$104.98,12/14/2023,1.7%,,12/12/2023,1.78,Investment Managers,,
62,HWBK,20231212224757,$21.40,12/14/2023,3.18%,,10/25/2023,0.68,Major Banks,,
63,HNNAZ,20231212224758,$24.00,12/14/2023,5.08%,,12/04/2023,1.21875,Investment Managers,,
64,HOFT,20231212224800,$23.72,12/14/2023,3.71%,,12/05/2023,0.88,Home Furnishings,,
65,HTFB,20231212224801,$23.78,12/14/2023,5.13%,,12/12/2023,1.2188,Finance: Consumer Services,,
66,HTFC,20231212224802,$24.37,12/14/2023,6.41%,,12/12/2023,1.5625,Finance: Consumer Services,,
67,IPAR,20231212224804,$133.27,12/14/2023,1.88%,,2/13/2023,2.5,Package Goods/Cosmetics,,
68,IRDM,20231212224805,$39.84,12/14/2023,1.31%,,12/01/2023,0.52,Telecommunications Equipment,,
69,KBR,20231212224807,$52.39,12/14/2023,1.01%,,10/18/2023,0.54,Military/Government/Technical,,
70,KFRC,20231212224809,$69.92,12/14/2023,2.06%,,10/27/2023,1.44,Professional Services,,
71,KKRS,20231212224810,$18.02,12/14/2023,6.38%,,12/12/2023,1.1562,N/A,,
72,KIO,20231212224812,$12.26,12/14/2023,11.87%,,10/16/2023,1.458,Investment Managers,,
73,LDOS,20231212224813,$108.31,12/14/2023,1.32%,,10/27/2023,1.52,EDP Services,,
74,LUXHP,20231212224815,$24.04,12/14/2023,15.77%,,12/05/2023,3.791664,N/A,,
75,M,20231212224816,$20.77,12/14/2023,3.47%,,10/27/2023,0.6616,Department/Specialty Retail Stores,,
76,MNSBP,20231212224818,$23.10,12/14/2023,8.12%,,11/15/2023,1.875,Major Banks,,
77,MRTN,20231212224819,$19.35,12/14/2023,1.24%,,11/30/2023,0.24,Trucking Freight/Courier Services,,
78,MBNKP,20231212224821,$23.63,12/14/2023,8.46%,,10/26/2023,2.0,Commercial Banks,,
79,MBINP,20231212224823,$24.80,12/14/2023,7.06%,,11/15/2023,1.75,Major Banks,,
80,MBIN,20231212224824,$36.97,12/14/2023,0.87%,,11/15/2023,0.32,Major Banks,,
81,MBINO,20231212224827,$22.9854,12/14/2023,6.53%,,11/15/2023,1.5,Major Banks,,
82,MBINN,20231212224828,$19.18,12/14/2023,7.82%,,11/15/2023,1.5,Major Banks,,
83,MBINM,20231212224830,$25.0458,12/14/2023,8.23%,,11/15/2023,2.0624,Major Banks,,
84,MEOH,20231212224831,$43.45,12/14/2023,1.7%,,11/15/2023,0.74,Major Chemicals,,
85,MSBIP,20231212224833,$24.20,12/14/2023,8.01%,,11/06/2023,1.9376,Major Banks,,
86,MRCC,20231212224834,$7.27,12/14/2023,13.76%,,12/01/2023,1.0,Investment Managers,,
87,NMFC,20231212224836,$12.84,12/14/2023,11.22%,,10/24/2023,1.44,Finance/Investors Services,,
88,NEU,20231212224837,$550.97,12/14/2023,1.65%,,10/26/2023,9.0,Major Chemicals,,
89,NREF,20231212224839,$16.06,12/14/2023,4.67%,,10/31/2023,2.0,Real Estate Investment Trusts,,
90,NXRT,20231212224841,$32.02,12/14/2023,5.15%,,10/31/2023,1.8497,Real Estate Investment Trusts,,
91,NTRSO,20231212224842,$22.61,12/14/2023,5.2%,,10/17/2023,1.175,Major Banks,,
92,NWE,20231212224844,$51.74,12/14/2023,4.95%,,10/26/2023,2.56,Power Generation,,
93,QQQX,20231212224845,$23.11,12/14/2023,7.27%,,12/01/2023,1.68,Finance Companies,,
94,OCSL,20231212224847,$20.40,12/14/2023,10.78%,,11/14/2023,2.2,Finance: Consumer Services,,
95,OXLCZ,20231212224849,$22.9812,12/14/2023,5.44%,,12/12/2023,1.25,Finance Companies,,
96,OXLCP,20231212224850,$23.06,12/14/2023,6.78%,,10/26/2023,1.5625,Investment Managers,,
97,OXLCL,20231212224852,$23.4085,12/14/2023,7.21%,,12/12/2023,1.6875,Finance Companies,,
98,OXLCM,20231212224853,$24.921,12/14/2023,6.77%,,10/26/2023,1.6875,Investment Managers,,
99,OXLCN,20231212224855,$23.35,12/14/2023,7.63%,,10/26/2023,1.78125,Investment Managers,,
100,OXLC,20231212224856,$4.93,12/14/2023,19.47%,,7/27/2023,0.96,Investment Managers,,
101,OXLCO,20231212224858,$21.67,12/14/2023,6.92%,,10/26/2023,1.5,Investment Managers,,
102,OXSQ,20231212224948,$2.93,12/14/2023,14.33%,,8/03/2023,0.42,Blank Checks,,
103,PCAR,20231212224949,$97.93,12/14/2023,1.1%,,12/12/2023,1.08,Auto Manufacturing,,
104,PARAP,20231212224951,$21.98,12/14/2023,26.16%,,10/12/2023,5.75,Broadcasting,,
105,PARAA,20231212224952,$20.57,12/14/2023,0.97%,,10/12/2023,0.2,Broadcasting,,
106,PARA,20231212224954,$16.24,12/14/2023,1.23%,,10/12/2023,0.2,Broadcasting,,
107,PECO,20231212224956,$35.73,12/14/2023,3.27%,,11/07/2023,1.17,Real Estate Investment Trusts,,
108,BPOPM,20231212224957,$25.22,12/14/2023,6.07%,,12/04/2023,1.531248,Major Banks,,
109,PCH,20231212224958,$45.13,12/14/2023,3.99%,,12/01/2023,1.8,Real Estate Investment Trusts,,
110,PB,20231212225000,$63.01,12/14/2023,3.51%,,10/18/2023,2.24,Major Banks,,
111,QCRH,20231212225001,$54.93,12/14/2023,0.44%,,11/02/2023,0.24,Major Banks,,
112,RYN,20231212225003,$32.12,12/14/2023,3.59%,,10/20/2023,1.14,Real Estate Investment Trusts,,
113,RICK,20231212225004,$61.92,12/14/2023,0.39%,,12/04/2023,0.24,Restaurants,,
114,UTG,20231212225006,$26.75,12/14/2023,8.47%,,10/06/2023,2.28,Investment Managers,,
115,RRR,20231212225008,$47.23,12/14/2023,2.12%,,12/12/2023,1.0,Hotels/Resorts,,
116,RBCAA,20231212225009,$49.72,12/14/2023,3.01%,,11/15/2023,1.496,Major Banks,,
117,ROIC,20231212225011,$13.42,12/14/2023,4.47%,,10/24/2023,0.6,Real Estate Investment Trusts,,
118,REXR^C,20231212225012,$21.1999,12/14/2023,6.54%,,10/18/2023,1.4063,N/A,,
119,REXR^B,20231212225014,$22.19,12/14/2023,6.46%,,10/18/2023,1.4688,N/A,,
120,SCCD,20231212225016,$21.24,12/14/2023,7.07%,,12/12/2023,1.5,Real Estate Investment Trusts,,
121,SCCE,20231212225017,$21.2777,12/14/2023,7.06%,,12/12/2023,1.5,Real Estate Investment Trusts,,
122,SACC,20231212225019,$24.40,12/14/2023,7%,,12/12/2023,1.7188,Real Estate Investment Trusts,,
123,SCCB,20231212225020,$25.20,12/14/2023,6.99%,,12/12/2023,1.7812,Real Estate Investment Trusts,,
124,SCCF,20231212225022,$21.82,12/14/2023,8.18%,,12/12/2023,1.7812,Real Estate Investment Trusts,,
125,SCCC,20231212225024,$24.168,12/14/2023,8.11%,,12/12/2023,1.9375,Real Estate Investment Trusts,,
126,SCCG,20231212225026,$23.00,12/14/2023,8.7%,,12/12/2023,2.0,Real Estate Investment Trusts,,
127,SBBA,20231212225027,$25.20,12/14/2023,6.94%,,12/12/2023,1.75,Marine Transportation,,
128,SBCF,20231212225028,$26.35,12/14/2023,2.73%,,12/12/2023,0.72,Major Banks,,
129,SFNC,20231212225030,$17.70,12/14/2023,4.52%,,10/18/2023,0.8,Major Banks,,
130,SPG^J,20231212225032,$58.125,12/14/2023,7.14%,,10/30/2023,4.1875,N/A,,
131,SAH,20231212225033,$50.39,12/14/2023,2.39%,,10/26/2023,1.2,Other Specialty Stores,,
132,SHOO,20231212225034,$40.06,12/14/2023,2.1%,,12/12/2023,0.84,Shoe Manufacturing,,
133,SMMF,20231212225036,$26.71,12/14/2023,3.29%,,11/23/2023,0.88,Major Banks,,
134,SSSSL,20231212225037,$23.58,12/14/2023,6.36%,,12/12/2023,1.5,Finance: Consumer Services,,
135,SWKHL,20231212225039,$25.04,12/14/2023,N/A,,12/12/2023,0.0,N/A,,
136,TROW,20231212225040,$98.86,12/14/2023,4.94%,,10/31/2023,4.88,Investment Bankers/Brokers/Service,,
137,TSM,20231212225042,$100.95,12/14/2023,1.93%,,8/08/2023,1.8896,Semiconductors,,
138,TFSA,20231212225043,$23.50,12/14/2023,7.45%,,12/12/2023,1.75,N/A,,
139,TPTA,20231212225045,$18.63,12/14/2023,8.05%,,12/12/2023,1.5,Real Estate Investment Trusts,,
140,TRNO,20231212225046,$59.31,12/14/2023,3.02%,,11/01/2023,1.8,Real Estate,,
141,TXT,20231212225048,$77.14,12/14/2023,0.1%,,10/25/2023,0.08,Aerospace,,
142,TPVG,20231212225049,$10.73,12/14/2023,14.86%,,10/26/2023,1.6,Other Consumer Services,,
143,TFINP,20231212225051,$19.7999,12/14/2023,8.99%,,11/30/2023,1.781,Major Banks,,
144,TPB,20231212225052,$24.25,12/14/2023,1.07%,,11/01/2023,0.26,Tobacco,,
145,UCBI,20231212225054,$27.63,12/14/2023,3.33%,,11/27/2023,0.92,Major Banks,,
146,UNIT,20231212225055,$5.50,12/14/2023,10.91%,,11/01/2023,0.6,Real Estate Investment Trusts,,
147,UNTY,20231212225057,$26.68,12/14/2023,1.8%,,11/16/2023,0.48,Major Banks,,
148,OLED,20231212225058,$178.77,12/14/2023,0.78%,,10/31/2023,1.4,Semiconductors,,
149,UTMD,20231212225100,$81.91,12/14/2023,1.44%,,10/31/2023,1.18,Medical/Dental Instruments,,
150,VRSK,20231212225102,$240.11,12/14/2023,0.57%,,11/01/2023,1.36,Business Services,,
151,VTS,20231212225103,$22.99,12/14/2023,8.91%,,11/01/2023,2.0,Oil & Gas Production,,
152,VNO^O,20231212225105,$12.63,12/14/2023,8.71%,,10/26/2023,1.1125,N/A,,
153,VNO^M,20231212225155,$14.61,12/14/2023,8.9%,,10/26/2023,1.3125,N/A,,
154,VNO^N,20231212225158,$14.75,12/14/2023,8.93%,,10/26/2023,1.3125,N/A,,
155,VNO^L,20231212225200,$15.315,12/14/2023,8.77%,,10/26/2023,1.35,N/A,,
156,WRB^H,20231212225201,$19.15,12/14/2023,5.38%,,12/12/2023,1.0312,N/A,,
157,WRB^G,20231212225204,$20.50,12/14/2023,5.21%,,12/12/2023,1.0625,N/A,,
158,WRB^F,20231212225206,$22.51,12/14/2023,5.58%,,12/12/2023,1.275,N/A,,
159,WRB^E,20231212225207,$23.8399,12/14/2023,5.96%,,12/12/2023,1.425,N/A,,
160,WAL^A,20231212225209,$15.85,12/14/2023,6.59%,,10/30/2023,1.0625,N/A,,
161,ESP,20231212225210,$17.84,12/14/2023,3.33%,,12/04/2023,0.6,Industrial Machinery/Components,,
162,CRF,20231212225212,$7.40,12/14/2023,19%,,8/04/2023,1.4076,Finance/Investors Services,,
163,CLM,20231212225214,$7.49,12/14/2023,19.6%,,8/04/2023,1.4736,Finance/Investors Services,,
164,NEN,20231212225216,$70.50,12/14/2023,2.39%,,11/09/2023,1.6,Building operators,,
165,VKI,20231212225217,$8.31,12/14/2023,4.47%,,12/01/2023,0.3708,Finance Companies,,
166,EPM,20231212225219,$5.93,12/14/2023,8.35%,,11/07/2023,0.48,Oil & Gas Production,,
167,NHS,20231212225220,$7.50,12/14/2023,14.58%,,11/30/2023,1.086,"Trusts, Except Educational, Religious, and Charitable",,
168,NRO,20231212225222,$3.06,12/14/2023,12.12%,,11/30/2023,0.3744,Finance/Investors Services,,
169,UTG,20231212225223,$26.75,12/14/2023,8.47%,,10/06/2023,2.28,Investment Managers,,
170,NML,20231212225225,$6.66,12/14/2023,10.59%,,11/30/2023,0.7008,Finance/Investors Services,,
171,SCCB,20231212225226,$25.20,12/14/2023,6.99%,,N/A,1.7812,Real Estate Investment Trusts,,
172,SACC,20231212225228,$24.40,12/14/2023,7%,,N/A,1.7188,Real Estate Investment Trusts,,
173,SCCC,20231212225230,$24.168,12/14/2023,8.11%,,N/A,1.9375,Real Estate Investment Trusts,,
174,SCCD,20231212225231,$21.24,12/14/2023,7.07%,,N/A,1.5,Real Estate Investment Trusts,,
175,SCCE,20231212225233,$21.2777,12/14/2023,7.06%,,N/A,1.5,Real Estate Investment Trusts,,
176,SCCF,20231212225234,$21.82,12/14/2023,8.18%,,N/A,1.7812,Real Estate Investment Trusts,,
177,SCCG,20231212225236,$23.00,12/14/2023,8.7%,,N/A,2.0,Real Estate Investment Trusts,,
178,STRW,20231212225237,$7.95,12/14/2023,5.66%,,11/14/2023,0.48,Real Estate Investment Trusts,,
179,OVV,20231212225239,$41.73,12/14/2023,2.94%,,11/07/2023,1.2,Oil & Gas Production,,
180,VBF,20231212225241,$15.38,12/14/2023,5.37%,,12/01/2023,1.1904,"Trusts, Except Educational, Religious, and Charitable",,
181,GATX,20231212225243,$113.95,12/14/2023,1.93%,,10/27/2023,2.2,Transportation Services,,
182,MSI,20231212225245,$326.41,12/14/2023,1.07%,,11/16/2023,3.92,Radio And Television Broadcasting And Communications Equipment,,
183,TXT,20231212225246,$77.14,12/14/2023,0.1%,,10/25/2023,0.08,Aerospace,,
184,UGI,20231212225247,$22.71,12/14/2023,6.79%,,11/16/2023,1.5,Natural Gas Distribution,,
185,VNO,20231212225249,$27.24,12/14/2023,5.69%,,12/05/2023,1.2,Real Estate Investment Trusts,,
186,DDS,20231212225251,$380.65,12/14/2023,0.27%,,11/16/2023,1.0,Department/Specialty Retail Stores,,
187,SCI,20231212225252,$66.18,12/14/2023,1.75%,,11/08/2023,1.16,Other Consumer Services,,
188,CPK,20231212225254,$100.98,12/14/2023,2.31%,,11/02/2023,2.36,Oil & Gas Production,,
189,LEG,20231212225255,$26.36,12/14/2023,7.03%,,11/07/2023,1.84,Home Furnishings,,
190,STC,20231212225257,$53.94,12/14/2023,3.52%,,12/01/2023,1.9,Specialty Insurers,,
191,TMO,20231212225258,$494.99,12/14/2023,0.28%,,11/09/2023,1.4,Industrial Machinery/Components,,
192,CMA,20231212225300,$49.88,12/14/2023,5.74%,,11/07/2023,2.84,Major Banks,,
193,FHN,20231212225301,$13.52,12/14/2023,4.49%,,10/24/2023,0.6,Major Banks,,
194,TDS,20231212225303,$18.40,12/14/2023,4.11%,,12/01/2023,0.74,Telecommunications Equipment,,
195,SBR,20231212225304,$70.22,12/14/2023,12.63%,,12/05/2023,13.7171,Oil & Gas Production,,
196,CADE,20231212225306,$27.86,12/14/2023,3.37%,,10/25/2023,0.94,Major Banks,,
197,CBU,20231212225307,$48.71,12/14/2023,3.72%,,11/15/2023,1.8,Major Banks,,
198,GAB,20231212225309,$5.29,12/14/2023,11.36%,,11/16/2023,0.6,Investment Managers,,
199,NUV,20231212225310,$8.45,12/14/2023,4.11%,,12/01/2023,0.348,"Trusts, Except Educational, Religious, and Charitable",,
200,NCA,20231212225312,$8.62,12/14/2023,4.05%,,12/01/2023,0.348,Investment Managers,,
201,NNY,20231212225313,$8.11,12/14/2023,4.11%,,12/01/2023,0.336,Investment Managers,,
202,HYB,20231212225315,$6.85,12/14/2023,7.01%,,12/01/2023,0.48,Investment Managers,,
203,NMI,20231212225316,$8.90,12/14/2023,4.24%,,12/01/2023,0.408,"Trusts, Except Educational, Religious, and Charitable",,
204,MTH,20231212225407,$155.58,12/14/2023,0.7%,,11/16/2023,1.08,Homebuilding,,
205,OIA,20231212225408,$6.48,12/14/2023,4.91%,,12/01/2023,0.318,Finance Companies,,
206,MVF,20231212225410,$6.86,12/14/2023,3.67%,,11/14/2023,0.36,Investment Bankers/Brokers/Service,,
207,DVN,20231212225411,$44.41,12/14/2023,4.52%,,11/07/2023,0.8,Oil & Gas Production,,
208,VLT,20231212225413,$10.20,12/14/2023,11.24%,,12/01/2023,1.1568,"Trusts, Except Educational, Religious, and Charitable",,
209,EOG,20231212225414,$119.20,12/14/2023,2.8%,,11/02/2023,3.64,Oil & Gas Production,,
210,RRC,20231212225416,$29.80,12/14/2023,1.1%,,12/01/2023,0.32,Oil & Gas Production,,
211,NQP,20231212225417,$11.27,12/14/2023,3.46%,,12/01/2023,0.39,"Trusts, Except Educational, Religious, and Charitable",,
212,VKQ,20231212225419,$9.28,12/14/2023,4.48%,,12/01/2023,0.4152,"Trusts, Except Educational, Religious, and Charitable",,
213,MYD,20231212225421,$10.51,12/14/2023,4.18%,,12/05/2023,0.63,Investment Bankers/Brokers/Service,,
214,MYD,20231212225422,$10.51,12/14/2023,4.18%,,11/14/2023,0.63,Investment Bankers/Brokers/Service,,
215,M,20231212225423,$20.77,12/14/2023,3.47%,,10/27/2023,0.6616,Department/Specialty Retail Stores,,
216,VGM,20231212225425,$9.59,12/14/2023,4.29%,,12/01/2023,0.4104,"Trusts, Except Educational, Religious, and Charitable",,
217,MYN,20231212225427,$10.10,12/14/2023,3.76%,,12/05/2023,0.5304,Finance Companies,,
218,MYN,20231212225428,$10.10,12/14/2023,3.76%,,11/14/2023,0.5304,Finance Companies,,
219,NXP,20231212225429,$14.65,12/14/2023,3.97%,,12/01/2023,0.582,"Trusts, Except Educational, Religious, and Charitable",,
220,GTN.A,20231212225431,N/A,12/14/2023,4.16%,,11/08/2023,0.32,N/A,,
221,MYI,20231212225433,$11.12,12/14/2023,4.36%,,11/14/2023,0.666,Investment Bankers/Brokers/Service,,
222,VTN,20231212225434,$10.29,12/14/2023,3.74%,,12/01/2023,0.384,Finance Companies,,
223,VMO,20231212225436,$9.34,12/14/2023,4.41%,,12/01/2023,0.408,"Trusts, Except Educational, Religious, and Charitable",,
224,NXC,20231212225437,$12.49,12/14/2023,4.15%,,12/01/2023,0.546,Investment Managers,,
225,NXN,20231212225439,$11.52,12/14/2023,4.22%,,12/01/2023,0.492,"Trusts, Except Educational, Religious, and Charitable",,
226,MQY,20231212225441,$11.72,12/14/2023,4.42%,,12/05/2023,0.696,Investment Bankers/Brokers/Service,,
227,MQY,20231212225442,$11.72,12/14/2023,4.42%,,11/14/2023,0.696,Investment Bankers/Brokers/Service,,
228,MQT,20231212225443,$10.17,12/14/2023,4.13%,,12/05/2023,0.588,Investment Bankers/Brokers/Service,,
229,MQT,20231212225444,$10.17,12/14/2023,4.13%,,11/14/2023,0.588,Investment Bankers/Brokers/Service,,
230,NIM,20231212225447,$8.72,12/14/2023,3.57%,,12/01/2023,0.312,"Trusts, Except Educational, Religious, and Charitable",,
231,IQI,20231212225449,$9.30,12/14/2023,4.63%,,12/01/2023,0.4296,Finance Companies,,
232,MPA,20231212225451,$11.36,12/14/2023,3.59%,,11/14/2023,0.576,Finance Companies,,
233,NAZ,20231212225453,$10.63,12/14/2023,3.94%,,12/01/2023,0.42,Finance/Investors Services,,
234,GPK,20231212225454,$23.34,12/14/2023,1.75%,,11/16/2023,0.4,Containers/Packaging,,
235,IIM,20231212225456,$11.56,12/14/2023,4.62%,,12/01/2023,0.5292,Investment Managers,,
236,NMT,20231212225459,$10.34,12/14/2023,3.62%,,12/01/2023,0.372,Finance/Investors Services,,
237,NPV,20231212225500,$10.63,12/14/2023,4.13%,,12/01/2023,0.438,Investment Managers,,
238,MIY,20231212225510,$11.25,12/14/2023,3.67%,,11/14/2023,0.558,Investment Bankers/Brokers/Service,,
239,CB,20231212225513,$224.47,12/14/2023,1.51%,,11/16/2023,3.44,Property-Casualty Insurers,,
240,MVT,20231212225515,$10.63,12/14/2023,3.57%,,12/05/2023,0.606,Investment Bankers/Brokers/Service,,
241,MVT,20231212225517,$10.63,12/14/2023,3.57%,,11/14/2023,0.606,Investment Bankers/Brokers/Service,,
242,NOM,20231212225518,$9.93,12/14/2023,3.8%,,12/01/2023,0.378,Investment Managers,,
243,VCV,20231212225521,$9.54,12/14/2023,4.03%,,12/01/2023,0.384,"Trusts, Except Educational, Religious, and Charitable",,
244,VPV,20231212225523,$9.92,12/14/2023,3.38%,,12/01/2023,0.3336,"Trusts, Except Educational, Religious, and Charitable",,
245,NMS,20231212225524,$10.95,12/14/2023,4.46%,,12/01/2023,0.492,Finance Companies,,
246,MSD,20231212225526,$6.69,12/14/2023,12.67%,,12/05/2023,0.8,"Trusts, Except Educational, Religious, and Charitable",,
247,MUA,20231212225527,$10.34,12/14/2023,4.71%,,12/05/2023,0.666,Investment Bankers/Brokers/Service,,
248,MUA,20231212225528,$10.34,12/14/2023,4.71%,,11/14/2023,0.666,Investment Bankers/Brokers/Service,,
249,CPT,20231212225530,$93.42,12/14/2023,4.25%,,12/01/2023,4.0,Real Estate Investment Trusts,,
250,AWF,20231212225532,$9.85,12/14/2023,8.05%,,12/01/2023,0.786,"Trusts, Except Educational, Religious, and Charitable",,
251,AGM.A,20231212225533,N/A,12/14/2023,3.1%,,11/08/2023,4.4,N/A,,
252,AGM,20231212225534,$170.85,12/14/2023,2.57%,,11/08/2023,4.4,Finance Companies,,
253,RYN,20231212225536,$32.12,12/14/2023,3.59%,,10/20/2023,1.14,Real Estate Investment Trusts,,
254,IIF,20231212225538,$24.12,12/14/2023,16.57%,,12/05/2023,3.1357,"Trusts, Except Educational, Religious, and Charitable",,
255,ALB,20231212225628,$126.54,12/14/2023,1.25%,,10/23/2023,1.6,Major Chemicals,,
256,EXP,20231212225630,$188.36,12/14/2023,0.52%,,11/06/2023,1.0,Building Materials,,
