CRF,20231212224617,$7.40,12/14/2023,19%,,8/04/2023,1.4076,Finance/Investors Services,,
CCI,20231212224618,$114.52,12/14/2023,5.49%,,10/18/2023,6.26,Real Estate Investment Trusts,,
CRWS,20231212224620,$5.085,12/14/2023,6.29%,,11/14/2023,0.32,Textiles,,
CUBB,20231212224622,$19.60,12/14/2023,6.8%,,12/12/2023,1.3438,Major Banks,,
SREA,20231212224623,$23.805,12/14/2023,6.1%,,12/12/2023,1.4375,Natural Gas Distribution,,
DPZ,20231212224625,$397.48,12/14/2023,1.22%,,10/10/2023,4.84,Food Distributors,,
ECCV,20231212224626,$22.20,12/14/2023,6.05%,,12/12/2023,1.3587,"Trusts, Except Educational, Religious, and Charitable",,
ECCX,20231212224628,$24.2194,12/14/2023,6.85%,,12/12/2023,1.6719,"Trusts, Except Educational, Religious, and Charitable",,
ECCW,20231212224630,$23.91,12/14/2023,7.08%,,12/12/2023,1.6875,"Trusts, Except Educational, Religious, and Charitable",,
EP^C,20231212224631,$46.74,12/14/2023,5.2%,,12/12/2023,2.375,N/A,,
ESOA,20231212224633,$3.86,12/14/2023,N/A,,11/15/2023,0.0,"Water, Sewer, Pipeline, Comm & Power Line Construction",,
EFSC,20231212224634,$41.90,12/14/2023,2.39%,,10/23/2023,1.0,Major Banks,,
EPSN,20231212224636,$5.10,12/14/2023,4.9%,,11/27/2023,0.25,Oil & Gas Production,,
ESSA,20231212224637,$17.96,12/14/2023,3.34%,,11/14/2023,0.6,Banks,,
FCAP,20231212224639,$26.54,12/14/2023,4.07%,,11/20/2023,1.08,Savings Institutions,,
FFIN,20231212224640,$28.33,12/14/2023,2.54%,,10/24/2023,0.72,Major Banks,,
FHN,20231212224643,$13.52,12/14/2023,4.49%,,10/24/2023,0.6,Major Banks,,
FSFG,20231212224644,$15.60,12/14/2023,3.59%,,11/29/2023,0.56,Savings Institutions,,
FBIOP,20231212224646,$15.06,12/14/2023,15.56%,,12/12/2023,2.34375,Biotechnology: Pharmaceutical Preparations,,
GRMN,20231212224647,$125.20,12/14/2023,2.33%,,2/22/2023,2.92,Industrial Machinery/Components,,
ALB,20231212224513,$126.54,12/14/2023,1.25%,,10/23/2023,1.6,Major Chemicals,,
AQNB,20231212224530,$24.8316,12/14/2023,6.29%,,12/12/2023,1.55,Electric Utilities: Central,,
AFGB,20231212224531,$22.96,12/14/2023,6.43%,,12/12/2023,1.4688,Property-Casualty Insurers,,
AMH,20231212224533,$35.20,12/14/2023,2.48%,,10/30/2023,0.88,Real Estate Investment Trusts,,
AMH^G,20231212224534,$23.45,12/14/2023,6.26%,,10/30/2023,1.4688,N/A,,
AMH^H,20231212224536,$24.73,12/14/2023,6.29%,,10/30/2023,1.5625,N/A,,
ACGLO,20231212224537,$22.6851,12/14/2023,6.01%,,11/10/2023,1.3625,Property-Casualty Insurers,,
ACGLN,20231212224539,$19.4456,12/14/2023,5.85%,,11/10/2023,1.1375,Property-Casualty Insurers,,
ARCC,20231212224540,$20.06,12/14/2023,9.57%,,10/24/2023,1.92,Finance/Investors Services,,
ARES,20231212224542,$110.72,12/14/2023,2.75%,,10/31/2023,3.08,Investment Managers,,
AVNT,20231212224544,$36.55,12/14/2023,2.74%,,10/12/2023,1.03,Major Chemicals,,
CAR,20231212224545,$197.46,12/14/2023,N/A,,12/05/2023,0.0,Rental/Leasing Companies,,
BWNB,20231212224547,$17.8197,12/14/2023,9.09%,,12/12/2023,1.625,Building Products,,
BIPI,20231212224548,$16.32,12/14/2023,7.71%,,12/12/2023,1.2812,N/A,,
BKCC,20231212224549,$3.95,12/14/2023,10.13%,,11/07/2023,0.4,Finance: Consumer Services,,
TCPC,20231212224552,$12.19,12/14/2023,14.44%,,11/02/2023,1.76,Finance/Investors Services,,
BIPH,20231212224554,$15.98,12/14/2023,7.66%,,12/12/2023,1.25,N/A,,
CFFI,20231212224555,$61.72,12/14/2023,2.85%,,11/21/2023,1.76,Major Banks,,
CADE,20231212224557,$27.86,12/14/2023,3.37%,,10/25/2023,0.94,Major Banks,,
CSWC,20231212224558,$23.06,12/14/2023,10.75%,,10/25/2023,2.48,Finance/Investors Services,,
CSSEN,20231212224600,$17.26,12/14/2023,13.76%,,12/12/2023,2.375,Movies/Entertainment,,
CIM^C,20231212224601,$19.50,12/14/2023,9.95%,,11/02/2023,1.9375,N/A,,
CIM^A,20231212224603,$20.85,12/14/2023,9.57%,,11/02/2023,2.0,N/A,,
CIM^B,20231212224604,$23.8068,12/14/2023,8.44%,,11/02/2023,2.0,N/A,,
CIM^D,20231212224606,$23.25,12/14/2023,8.57%,,11/02/2023,2.0,N/A,,
COFS,20231212224607,$27.35,12/14/2023,3.8%,,11/29/2023,1.04,Major Banks,,
CZFS,20231212224609,$62.02,12/14/2023,3.16%,,12/05/2023,1.96,Major Banks,,
CIZN,20231212224610,$9.57,12/14/2023,6.69%,,11/30/2023,0.64,Major Banks,,
CTBI,20231212224612,$42.41,12/14/2023,4.34%,,10/24/2023,1.84,Major Banks,,
CNFRZ,20231212224613,$16.02,12/14/2023,8.79%,,12/05/2023,1.408332,N/A,,
CLM,20231212224615,$7.49,12/14/2023,19.6%,,8/04/2023,1.4736,Finance/Investors Services,,
CRF,20231212224617,$7.40,12/14/2023,19%,,8/04/2023,1.4076,Finance/Investors Services,,
CCI,20231212224618,$114.52,12/14/2023,5.49%,,10/18/2023,6.26,Real Estate Investment Trusts,,
CRWS,20231212224620,$5.085,12/14/2023,6.29%,,11/14/2023,0.32,Textiles,,
CUBB,20231212224622,$19.60,12/14/2023,6.8%,,12/12/2023,1.3438,Major Banks,,
SREA,20231212224623,$23.805,12/14/2023,6.1%,,12/12/2023,1.4375,Natural Gas Distribution,,
DPZ,20231212224625,$397.48,12/14/2023,1.22%,,10/10/2023,4.84,Food Distributors,,
ECCV,20231212224626,$22.20,12/14/2023,6.05%,,12/12/2023,1.3587,"Trusts, Except Educational, Religious, and Charitable",,
ECCX,20231212224628,$24.2194,12/14/2023,6.85%,,12/12/2023,1.6719,"Trusts, Except Educational, Religious, and Charitable",,
ECCW,20231212224630,$23.91,12/14/2023,7.08%,,12/12/2023,1.6875,"Trusts, Except Educational, Religious, and Charitable",,
EP^C,20231212224631,$46.74,12/14/2023,5.2%,,12/12/2023,2.375,N/A,,
ESOA,20231212224633,$3.86,12/14/2023,N/A,,11/15/2023,0.0,"Water, Sewer, Pipeline, Comm & Power Line Construction",,
EFSC,20231212224634,$41.90,12/14/2023,2.39%,,10/23/2023,1.0,Major Banks,,
EPSN,20231212224636,$5.10,12/14/2023,4.9%,,11/27/2023,0.25,Oil & Gas Production,,
ESSA,20231212224637,$17.96,12/14/2023,3.34%,,11/14/2023,0.6,Banks,,
FCAP,20231212224639,$26.54,12/14/2023,4.07%,,11/20/2023,1.08,Savings Institutions,,
FFIN,20231212224640,$28.33,12/14/2023,2.54%,,10/24/2023,0.72,Major Banks,,
FHN,20231212224643,$13.52,12/14/2023,4.49%,,10/24/2023,0.6,Major Banks,,
FSFG,20231212224644,$15.60,12/14/2023,3.59%,,11/29/2023,0.56,Savings Institutions,,
FBIOP,20231212224646,$15.06,12/14/2023,15.56%,,12/12/2023,2.34375,Biotechnology: Pharmaceutical Preparations,,
GRMN,20231212224647,$125.20,12/14/2023,2.33%,,2/22/2023,2.92,Industrial Machinery/Components,,
GATX,20231212224738,$113.95,12/14/2023,1.93%,,10/27/2023,2.2,Transportation Services,,
GIPR,20231212224740,$4.00,12/14/2023,11.7%,,10/03/2023,0.468,Real Estate Investment Trusts,,
GILD,20231212224742,$80.09,12/14/2023,3.75%,,11/01/2023,3.0,Biotechnology: Biological Products (No Diagnostic Substances),,
GPN,20231212224744,$122.72,12/14/2023,0.81%,,10/31/2023,1.0,Business Services,,
SELF,20231212224745,$4.70,12/14/2023,6.17%,,12/01/2023,0.29,Real Estate Investment Trusts,,
GECCO,20231212224747,$24.12,12/14/2023,6.09%,,12/12/2023,1.468748,Finance Companies,,
GECCM,20231212224749,$25.25,12/14/2023,6.68%,,12/12/2023,1.6875,Finance: Consumer Services,,
GECCZ,20231212224751,$25.08,12/14/2023,4.26%,,12/12/2023,1.06944,Finance Companies,,
GECC,20231212224752,$10.8098,12/14/2023,12.95%,,11/02/2023,1.4,Finance: Consumer Services,,
GEGGL,20231212224754,$21.75,12/14/2023,8.33%,,12/12/2023,1.81252,Finance: Consumer Services,,
HLNE,20231212224755,$104.98,12/14/2023,1.7%,,12/12/2023,1.78,Investment Managers,,
HWBK,20231212224757,$21.40,12/14/2023,3.18%,,10/25/2023,0.68,Major Banks,,
HNNAZ,20231212224758,$24.00,12/14/2023,5.08%,,12/04/2023,1.21875,Investment Managers,,
HOFT,20231212224800,$23.72,12/14/2023,3.71%,,12/05/2023,0.88,Home Furnishings,,
HTFB,20231212224801,$23.78,12/14/2023,5.13%,,12/12/2023,1.2188,Finance: Consumer Services,,
HTFC,20231212224802,$24.37,12/14/2023,6.41%,,12/12/2023,1.5625,Finance: Consumer Services,,
IPAR,20231212224804,$133.27,12/14/2023,1.88%,,2/13/2023,2.5,Package Goods/Cosmetics,,
IRDM,20231212224805,$39.84,12/14/2023,1.31%,,12/01/2023,0.52,Telecommunications Equipment,,
KBR,20231212224807,$52.39,12/14/2023,1.01%,,10/18/2023,0.54,Military/Government/Technical,,
KFRC,20231212224809,$69.92,12/14/2023,2.06%,,10/27/2023,1.44,Professional Services,,
KKRS,20231212224810,$18.02,12/14/2023,6.38%,,12/12/2023,1.1562,N/A,,
KIO,20231212224812,$12.26,12/14/2023,11.87%,,10/16/2023,1.458,Investment Managers,,
LDOS,20231212224813,$108.31,12/14/2023,1.32%,,10/27/2023,1.52,EDP Services,,
LUXHP,20231212224815,$24.04,12/14/2023,15.77%,,12/05/2023,3.791664,N/A,,
M,20231212224816,$20.77,12/14/2023,3.47%,,10/27/2023,0.6616,Department/Specialty Retail Stores,,
MNSBP,20231212224818,$23.10,12/14/2023,8.12%,,11/15/2023,1.875,Major Banks,,
MRTN,20231212224819,$19.35,12/14/2023,1.24%,,11/30/2023,0.24,Trucking Freight/Courier Services,,
MBNKP,20231212224821,$23.63,12/14/2023,8.46%,,10/26/2023,2.0,Commercial Banks,,
MBINP,20231212224823,$24.80,12/14/2023,7.06%,,11/15/2023,1.75,Major Banks,,
MBIN,20231212224824,$36.97,12/14/2023,0.87%,,11/15/2023,0.32,Major Banks,,
MBINO,20231212224827,$22.9854,12/14/2023,6.53%,,11/15/2023,1.5,Major Banks,,
MBINN,20231212224828,$19.18,12/14/2023,7.82%,,11/15/2023,1.5,Major Banks,,
MBINM,20231212224830,$25.0458,12/14/2023,8.23%,,11/15/2023,2.0624,Major Banks,,
MEOH,20231212224831,$43.45,12/14/2023,1.7%,,11/15/2023,0.74,Major Chemicals,,
MSBIP,20231212224833,$24.20,12/14/2023,8.01%,,11/06/2023,1.9376,Major Banks,,
MRCC,20231212224834,$7.27,12/14/2023,13.76%,,12/01/2023,1.0,Investment Managers,,
NMFC,20231212224836,$12.84,12/14/2023,11.22%,,10/24/2023,1.44,Finance/Investors Services,,
NEU,20231212224837,$550.97,12/14/2023,1.65%,,10/26/2023,9.0,Major Chemicals,,
NREF,20231212224839,$16.06,12/14/2023,4.67%,,10/31/2023,2.0,Real Estate Investment Trusts,,
NXRT,20231212224841,$32.02,12/14/2023,5.15%,,10/31/2023,1.8497,Real Estate Investment Trusts,,
NTRSO,20231212224842,$22.61,12/14/2023,5.2%,,10/17/2023,1.175,Major Banks,,
NWE,20231212224844,$51.74,12/14/2023,4.95%,,10/26/2023,2.56,Power Generation,,
QQQX,20231212224845,$23.11,12/14/2023,7.27%,,12/01/2023,1.68,Finance Companies,,
OCSL,20231212224847,$20.40,12/14/2023,10.78%,,11/14/2023,2.2,Finance: Consumer Services,,
OXLCZ,20231212224849,$22.9812,12/14/2023,5.44%,,12/12/2023,1.25,Finance Companies,,
OXLCP,20231212224850,$23.06,12/14/2023,6.78%,,10/26/2023,1.5625,Investment Managers,,
OXLCL,20231212224852,$23.4085,12/14/2023,7.21%,,12/12/2023,1.6875,Finance Companies,,
OXLCM,20231212224853,$24.921,12/14/2023,6.77%,,10/26/2023,1.6875,Investment Managers,,
OXLCN,20231212224855,$23.35,12/14/2023,7.63%,,10/26/2023,1.78125,Investment Managers,,
OXLC,20231212224856,$4.93,12/14/2023,19.47%,,7/27/2023,0.96,Investment Managers,,
OXLCO,20231212224858,$21.67,12/14/2023,6.92%,,10/26/2023,1.5,Investment Managers,,
ALB,20231212224513,$126.54,12/14/2023,1.25%,,10/23/2023,1.6,Major Chemicals,,
AQNB,20231212224530,$24.8316,12/14/2023,6.29%,,12/12/2023,1.55,Electric Utilities: Central,,
AFGB,20231212224531,$22.96,12/14/2023,6.43%,,12/12/2023,1.4688,Property-Casualty Insurers,,
AMH,20231212224533,$35.20,12/14/2023,2.48%,,10/30/2023,0.88,Real Estate Investment Trusts,,
AMH^G,20231212224534,$23.45,12/14/2023,6.26%,,10/30/2023,1.4688,N/A,,
AMH^H,20231212224536,$24.73,12/14/2023,6.29%,,10/30/2023,1.5625,N/A,,
ACGLO,20231212224537,$22.6851,12/14/2023,6.01%,,11/10/2023,1.3625,Property-Casualty Insurers,,
ACGLN,20231212224539,$19.4456,12/14/2023,5.85%,,11/10/2023,1.1375,Property-Casualty Insurers,,
ARCC,20231212224540,$20.06,12/14/2023,9.57%,,10/24/2023,1.92,Finance/Investors Services,,
ARES,20231212224542,$110.72,12/14/2023,2.75%,,10/31/2023,3.08,Investment Managers,,
AVNT,20231212224544,$36.55,12/14/2023,2.74%,,10/12/2023,1.03,Major Chemicals,,
CAR,20231212224545,$197.46,12/14/2023,N/A,,12/05/2023,0.0,Rental/Leasing Companies,,
BWNB,20231212224547,$17.8197,12/14/2023,9.09%,,12/12/2023,1.625,Building Products,,
BIPI,20231212224548,$16.32,12/14/2023,7.71%,,12/12/2023,1.2812,N/A,,
BKCC,20231212224549,$3.95,12/14/2023,10.13%,,11/07/2023,0.4,Finance: Consumer Services,,
TCPC,20231212224552,$12.19,12/14/2023,14.44%,,11/02/2023,1.76,Finance/Investors Services,,
BIPH,20231212224554,$15.98,12/14/2023,7.66%,,12/12/2023,1.25,N/A,,
CFFI,20231212224555,$61.72,12/14/2023,2.85%,,11/21/2023,1.76,Major Banks,,
CADE,20231212224557,$27.86,12/14/2023,3.37%,,10/25/2023,0.94,Major Banks,,
CSWC,20231212224558,$23.06,12/14/2023,10.75%,,10/25/2023,2.48,Finance/Investors Services,,
CSSEN,20231212224600,$17.26,12/14/2023,13.76%,,12/12/2023,2.375,Movies/Entertainment,,
CIM^C,20231212224601,$19.50,12/14/2023,9.95%,,11/02/2023,1.9375,N/A,,
CIM^A,20231212224603,$20.85,12/14/2023,9.57%,,11/02/2023,2.0,N/A,,
CIM^B,20231212224604,$23.8068,12/14/2023,8.44%,,11/02/2023,2.0,N/A,,
CIM^D,20231212224606,$23.25,12/14/2023,8.57%,,11/02/2023,2.0,N/A,,
COFS,20231212224607,$27.35,12/14/2023,3.8%,,11/29/2023,1.04,Major Banks,,
CZFS,20231212224609,$62.02,12/14/2023,3.16%,,12/05/2023,1.96,Major Banks,,
CIZN,20231212224610,$9.57,12/14/2023,6.69%,,11/30/2023,0.64,Major Banks,,
CTBI,20231212224612,$42.41,12/14/2023,4.34%,,10/24/2023,1.84,Major Banks,,
CNFRZ,20231212224613,$16.02,12/14/2023,8.79%,,12/05/2023,1.408332,N/A,,
CLM,20231212224615,$7.49,12/14/2023,19.6%,,8/04/2023,1.4736,Finance/Investors Services,,
CRF,20231212224617,$7.40,12/14/2023,19%,,8/04/2023,1.4076,Finance/Investors Services,,
CCI,20231212224618,$114.52,12/14/2023,5.49%,,10/18/2023,6.26,Real Estate Investment Trusts,,
CRWS,20231212224620,$5.085,12/14/2023,6.29%,,11/14/2023,0.32,Textiles,,
CUBB,20231212224622,$19.60,12/14/2023,6.8%,,12/12/2023,1.3438,Major Banks,,
SREA,20231212224623,$23.805,12/14/2023,6.1%,,12/12/2023,1.4375,Natural Gas Distribution,,
DPZ,20231212224625,$397.48,12/14/2023,1.22%,,10/10/2023,4.84,Food Distributors,,
ECCV,20231212224626,$22.20,12/14/2023,6.05%,,12/12/2023,1.3587,"Trusts, Except Educational, Religious, and Charitable",,
ECCX,20231212224628,$24.2194,12/14/2023,6.85%,,12/12/2023,1.6719,"Trusts, Except Educational, Religious, and Charitable",,
ECCW,20231212224630,$23.91,12/14/2023,7.08%,,12/12/2023,1.6875,"Trusts, Except Educational, Religious, and Charitable",,
EP^C,20231212224631,$46.74,12/14/2023,5.2%,,12/12/2023,2.375,N/A,,
ESOA,20231212224633,$3.86,12/14/2023,N/A,,11/15/2023,0.0,"Water, Sewer, Pipeline, Comm & Power Line Construction",,
EFSC,20231212224634,$41.90,12/14/2023,2.39%,,10/23/2023,1.0,Major Banks,,
EPSN,20231212224636,$5.10,12/14/2023,4.9%,,11/27/2023,0.25,Oil & Gas Production,,
ESSA,20231212224637,$17.96,12/14/2023,3.34%,,11/14/2023,0.6,Banks,,
FCAP,20231212224639,$26.54,12/14/2023,4.07%,,11/20/2023,1.08,Savings Institutions,,
FFIN,20231212224640,$28.33,12/14/2023,2.54%,,10/24/2023,0.72,Major Banks,,
FHN,20231212224643,$13.52,12/14/2023,4.49%,,10/24/2023,0.6,Major Banks,,
FSFG,20231212224644,$15.60,12/14/2023,3.59%,,11/29/2023,0.56,Savings Institutions,,
FBIOP,20231212224646,$15.06,12/14/2023,15.56%,,12/12/2023,2.34375,Biotechnology: Pharmaceutical Preparations,,
GRMN,20231212224647,$125.20,12/14/2023,2.33%,,2/22/2023,2.92,Industrial Machinery/Components,,
GATX,20231212224738,$113.95,12/14/2023,1.93%,,10/27/2023,2.2,Transportation Services,,
GIPR,20231212224740,$4.00,12/14/2023,11.7%,,10/03/2023,0.468,Real Estate Investment Trusts,,
GILD,20231212224742,$80.09,12/14/2023,3.75%,,11/01/2023,3.0,Biotechnology: Biological Products (No Diagnostic Substances),,
GPN,20231212224744,$122.72,12/14/2023,0.81%,,10/31/2023,1.0,Business Services,,
SELF,20231212224745,$4.70,12/14/2023,6.17%,,12/01/2023,0.29,Real Estate Investment Trusts,,
GECCO,20231212224747,$24.12,12/14/2023,6.09%,,12/12/2023,1.468748,Finance Companies,,
GECCM,20231212224749,$25.25,12/14/2023,6.68%,,12/12/2023,1.6875,Finance: Consumer Services,,
GECCZ,20231212224751,$25.08,12/14/2023,4.26%,,12/12/2023,1.06944,Finance Companies,,
GECC,20231212224752,$10.8098,12/14/2023,12.95%,,11/02/2023,1.4,Finance: Consumer Services,,
GEGGL,20231212224754,$21.75,12/14/2023,8.33%,,12/12/2023,1.81252,Finance: Consumer Services,,
HLNE,20231212224755,$104.98,12/14/2023,1.7%,,12/12/2023,1.78,Investment Managers,,
HWBK,20231212224757,$21.40,12/14/2023,3.18%,,10/25/2023,0.68,Major Banks,,
HNNAZ,20231212224758,$24.00,12/14/2023,5.08%,,12/04/2023,1.21875,Investment Managers,,
HOFT,20231212224800,$23.72,12/14/2023,3.71%,,12/05/2023,0.88,Home Furnishings,,
HTFB,20231212224801,$23.78,12/14/2023,5.13%,,12/12/2023,1.2188,Finance: Consumer Services,,
HTFC,20231212224802,$24.37,12/14/2023,6.41%,,12/12/2023,1.5625,Finance: Consumer Services,,
IPAR,20231212224804,$133.27,12/14/2023,1.88%,,2/13/2023,2.5,Package Goods/Cosmetics,,
IRDM,20231212224805,$39.84,12/14/2023,1.31%,,12/01/2023,0.52,Telecommunications Equipment,,
KBR,20231212224807,$52.39,12/14/2023,1.01%,,10/18/2023,0.54,Military/Government/Technical,,
KFRC,20231212224809,$69.92,12/14/2023,2.06%,,10/27/2023,1.44,Professional Services,,
KKRS,20231212224810,$18.02,12/14/2023,6.38%,,12/12/2023,1.1562,N/A,,
KIO,20231212224812,$12.26,12/14/2023,11.87%,,10/16/2023,1.458,Investment Managers,,
LDOS,20231212224813,$108.31,12/14/2023,1.32%,,10/27/2023,1.52,EDP Services,,
LUXHP,20231212224815,$24.04,12/14/2023,15.77%,,12/05/2023,3.791664,N/A,,
M,20231212224816,$20.77,12/14/2023,3.47%,,10/27/2023,0.6616,Department/Specialty Retail Stores,,
MNSBP,20231212224818,$23.10,12/14/2023,8.12%,,11/15/2023,1.875,Major Banks,,
MRTN,20231212224819,$19.35,12/14/2023,1.24%,,11/30/2023,0.24,Trucking Freight/Courier Services,,
MBNKP,20231212224821,$23.63,12/14/2023,8.46%,,10/26/2023,2.0,Commercial Banks,,
MBINP,20231212224823,$24.80,12/14/2023,7.06%,,11/15/2023,1.75,Major Banks,,
MBIN,20231212224824,$36.97,12/14/2023,0.87%,,11/15/2023,0.32,Major Banks,,
MBINO,20231212224827,$22.9854,12/14/2023,6.53%,,11/15/2023,1.5,Major Banks,,
MBINN,20231212224828,$19.18,12/14/2023,7.82%,,11/15/2023,1.5,Major Banks,,
MBINM,20231212224830,$25.0458,12/14/2023,8.23%,,11/15/2023,2.0624,Major Banks,,
MEOH,20231212224831,$43.45,12/14/2023,1.7%,,11/15/2023,0.74,Major Chemicals,,
MSBIP,20231212224833,$24.20,12/14/2023,8.01%,,11/06/2023,1.9376,Major Banks,,
MRCC,20231212224834,$7.27,12/14/2023,13.76%,,12/01/2023,1.0,Investment Managers,,
NMFC,20231212224836,$12.84,12/14/2023,11.22%,,10/24/2023,1.44,Finance/Investors Services,,
NEU,20231212224837,$550.97,12/14/2023,1.65%,,10/26/2023,9.0,Major Chemicals,,
NREF,20231212224839,$16.06,12/14/2023,4.67%,,10/31/2023,2.0,Real Estate Investment Trusts,,
NXRT,20231212224841,$32.02,12/14/2023,5.15%,,10/31/2023,1.8497,Real Estate Investment Trusts,,
NTRSO,20231212224842,$22.61,12/14/2023,5.2%,,10/17/2023,1.175,Major Banks,,
NWE,20231212224844,$51.74,12/14/2023,4.95%,,10/26/2023,2.56,Power Generation,,
QQQX,20231212224845,$23.11,12/14/2023,7.27%,,12/01/2023,1.68,Finance Companies,,
OCSL,20231212224847,$20.40,12/14/2023,10.78%,,11/14/2023,2.2,Finance: Consumer Services,,
OXLCZ,20231212224849,$22.9812,12/14/2023,5.44%,,12/12/2023,1.25,Finance Companies,,
OXLCP,20231212224850,$23.06,12/14/2023,6.78%,,10/26/2023,1.5625,Investment Managers,,
OXLCL,20231212224852,$23.4085,12/14/2023,7.21%,,12/12/2023,1.6875,Finance Companies,,
OXLCM,20231212224853,$24.921,12/14/2023,6.77%,,10/26/2023,1.6875,Investment Managers,,
OXLCN,20231212224855,$23.35,12/14/2023,7.63%,,10/26/2023,1.78125,Investment Managers,,
OXLC,20231212224856,$4.93,12/14/2023,19.47%,,7/27/2023,0.96,Investment Managers,,
OXLCO,20231212224858,$21.67,12/14/2023,6.92%,,10/26/2023,1.5,Investment Managers,,
OXSQ,20231212224948,$2.93,12/14/2023,14.33%,,8/03/2023,0.42,Blank Checks,,
PCAR,20231212224949,$97.93,12/14/2023,1.1%,,12/12/2023,1.08,Auto Manufacturing,,
PARAP,20231212224951,$21.98,12/14/2023,26.16%,,10/12/2023,5.75,Broadcasting,,
PARAA,20231212224952,$20.57,12/14/2023,0.97%,,10/12/2023,0.2,Broadcasting,,
PARA,20231212224954,$16.24,12/14/2023,1.23%,,10/12/2023,0.2,Broadcasting,,
PECO,20231212224956,$35.73,12/14/2023,3.27%,,11/07/2023,1.17,Real Estate Investment Trusts,,
BPOPM,20231212224957,$25.22,12/14/2023,6.07%,,12/04/2023,1.531248,Major Banks,,
PCH,20231212224958,$45.13,12/14/2023,3.99%,,12/01/2023,1.8,Real Estate Investment Trusts,,
PB,20231212225000,$63.01,12/14/2023,3.51%,,10/18/2023,2.24,Major Banks,,
QCRH,20231212225001,$54.93,12/14/2023,0.44%,,11/02/2023,0.24,Major Banks,,
RYN,20231212225003,$32.12,12/14/2023,3.59%,,10/20/2023,1.14,Real Estate Investment Trusts,,
RICK,20231212225004,$61.92,12/14/2023,0.39%,,12/04/2023,0.24,Restaurants,,
UTG,20231212225006,$26.75,12/14/2023,8.47%,,10/06/2023,2.28,Investment Managers,,
RRR,20231212225008,$47.23,12/14/2023,2.12%,,12/12/2023,1.0,Hotels/Resorts,,
RBCAA,20231212225009,$49.72,12/14/2023,3.01%,,11/15/2023,1.496,Major Banks,,
ROIC,20231212225011,$13.42,12/14/2023,4.47%,,10/24/2023,0.6,Real Estate Investment Trusts,,
REXR^C,20231212225012,$21.1999,12/14/2023,6.54%,,10/18/2023,1.4063,N/A,,
REXR^B,20231212225014,$22.19,12/14/2023,6.46%,,10/18/2023,1.4688,N/A,,
