companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
iShares ESG Aware U.S. Aggregate Bond ETF,EAGG,2/01/2024,2/07/2024,2/02/2024,0.150527,1.5869,11/23/2023
iShares ESG Aware USD Corporate Bond ETF,SUSC,2/01/2024,2/07/2024,2/02/2024,0.081973,0.983676,1/31/2024
iShares Fallen Angels USD Bond ETF,FALN,2/01/2024,2/07/2024,2/02/2024,0.122396,1.468752,1/31/2024
iShares GNMA Bond ETF,GNMA,2/01/2024,2/07/2024,2/02/2024,0.148638,1.783656,1/31/2024
iShares Government/Credit Bond ETF,GBF,2/01/2024,2/07/2024,2/02/2024,0.350424,3.3434,11/28/2023
iShares iBonds Dec 2024 Term Corporate ETF,IBDP,2/01/2024,2/07/2024,2/02/2024,0.071484,0.7632,11/24/2023
iShares iBonds Dec 2024 Term Treasury ETF,IBTE,2/01/2024,2/07/2024,2/02/2024,0.089293,1.071516,1/31/2024
iShares iBonds Dec 2025 Term Corporate ETF,IBDQ,2/01/2024,2/07/2024,2/02/2024,0.074593,0.8225,11/24/2023
iShares iBonds Dec 2025 Term Treasury ETF,IBTF,2/01/2024,2/07/2024,2/02/2024,0.081916,0.982992,1/31/2024
iShares iBonds Dec 2026 Term Corporate ETF,IBDR,2/01/2024,2/07/2024,2/02/2024,0.0759,0.8293,1/31/2024
iShares iBonds Dec 2026 Term Treasury ETF,IBTG,2/01/2024,2/07/2024,2/02/2024,0.074288,0.891456,1/31/2024
iShares iBonds Dec 2027 Term Corporate ETF,IBDS,2/01/2024,2/07/2024,2/02/2024,0.086,0.9246,1/31/2024
iShares iBonds Dec 2027 Term Treasury ETF,IBTH,2/01/2024,2/07/2024,2/02/2024,0.078505,0.94206,1/31/2024
iShares iBonds Dec 2028 Term Corporate ETF,IBDT,2/01/2024,2/07/2024,2/02/2024,0.095196,1.0444,1/31/2024
iShares iBonds Dec 2028 Term Treasury ETF,IBTI,2/01/2024,2/07/2024,2/02/2024,0.073629,0.883548,1/31/2024
iShares iBonds Dec 2029 Term Corporate ETF,IBDU,2/01/2024,2/07/2024,2/02/2024,0.086526,0.987,11/23/2023
iShares iBonds Dec 2029 Term Treasury ETF,IBTJ,2/01/2024,2/07/2024,2/02/2024,0.072644,0.871728,1/31/2024
iShares iBonds Dec 2030 Term Corporate ETF,IBDV,2/01/2024,2/07/2024,2/02/2024,0.081462,0.9034,11/23/2023
iShares iBonds Dec 2030 Term Treasury ETF,IBTK,2/01/2024,2/07/2024,2/02/2024,0.060075,0.7209,1/31/2024
iShares iBonds Dec 2031 Term Corporate ETF,IBDW,2/01/2024,2/07/2024,2/02/2024,0.082968,0.9559,11/23/2023
iShares iBonds Dec 2031 Term Treasury ETF,IBTL,2/01/2024,2/07/2024,2/02/2024,0.065179,0.782148,1/31/2024
iShares iBonds Dec 2032 Term Corporate ETF,IBDX,2/01/2024,2/07/2024,2/02/2024,0.103098,1.175,11/24/2023
iShares iBonds Dec 2032 Term Treasury ETF,IBTM,2/01/2024,2/07/2024,2/02/2024,0.071748,0.860976,1/31/2024
iShares iBonds Dec 2033 Term Corporate ETF,IBDY,2/01/2024,2/07/2024,2/02/2024,0.101907,1.1503,11/29/2023
iShares iBonds Dec 2033 Term Treasury ETF,IBTO,2/01/2024,2/07/2024,2/02/2024,0.084867,1.018404,1/31/2024
iShares iBoxx $ High Yield Corporate Bond ETF,HYG,2/01/2024,2/07/2024,2/02/2024,0.3838,4.4604,1/31/2024
iShares iBoxx $ Investment Grade Corporate Bond ETF,LQD,2/01/2024,2/07/2024,2/02/2024,0.3886,4.4669,11/23/2023
iShares J.P. Morgan USD Emerging Markets Bond ETF,EMB,2/01/2024,2/07/2024,2/02/2024,0.367262,4.407144,1/31/2024
iShares MBS ETF,MBB,2/01/2024,2/07/2024,2/02/2024,0.296844,3.562128,1/31/2024
iShares National Muni Bond ETF,MUB,2/01/2024,2/07/2024,2/02/2024,0.2582,2.9028,1/31/2024
iShares New York Muni Bond ETF,NYF,2/01/2024,2/07/2024,2/02/2024,0.112894,1.2929,11/24/2023
iShares Preferred and Income Securities ETF,PFF,2/01/2024,2/07/2024,2/02/2024,0.176477,2.117724,1/31/2024
iShares Short Treasury Bond ETF,SHV,2/01/2024,2/07/2024,2/02/2024,0.47335,5.6802,1/31/2024
iShares Short-Term National Muni Bond ETF,SUB,2/01/2024,2/07/2024,2/02/2024,0.166282,1.8577,11/29/2023
iShares Treasury Floating Rate Bond ETF,TFLO,2/01/2024,2/07/2024,2/02/2024,0.244,2.516,1/31/2024
iShares USD Green Bond ETF,BGRN,2/01/2024,2/07/2024,2/02/2024,0.146998,1.763976,1/31/2024
iShares USD Systematic Bond ETF,USBF,2/01/2024,2/07/2024,2/02/2024,0.339326,4.071912,1/31/2024
Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),ITUB,2/01/2024,3/11/2024,2/02/2024,0.003625,0.0435,1/05/2024
Janus Henderson AAA CLO ETF,JAAA,2/01/2024,2/07/2024,2/02/2024,0.2703,3.1202,1/31/2024
Janus Henderson Mortgage-Backed Securities ETF,JMBS,2/01/2024,2/07/2024,2/02/2024,0.1827,2.0805,1/31/2024
Janus Henderson Securitized Income ETF,JSI,2/01/2024,2/07/2024,2/02/2024,0.2251,2.6196,1/31/2024
Janus Henderson Short Duration Income ETF,VNLA,2/01/2024,2/07/2024,2/02/2024,0.1897,1.9583,1/31/2024
Janus Henderson Sustainable & Impact Core Bond ETF,JIB,2/01/2024,2/07/2024,2/02/2024,0.138,1.6265,1/31/2024
Janus Henderson Sustainable Corporate Bond ETF,SCRD,2/01/2024,2/07/2024,2/02/2024,0.1621,1.7207,1/31/2024
JPMorgan BetaBuilders U.S. Aggregate Bond ETF,BBAG,2/01/2024,2/06/2024,2/02/2024,0.1688,1.7335,1/04/2024
JPMorgan BetaBuilders USD Investment Grade Corporate Bond ETF,BBCB,2/01/2024,2/06/2024,2/02/2024,0.2091,2.0232,1/04/2024
JPMorgan Equity Premium Income ETF,JEPI,2/01/2024,2/06/2024,2/02/2024,0.3006,4.4749,1/04/2024
JPMorgan High Yield Municipal ETF,JMHI,2/01/2024,2/06/2024,2/02/2024,0.1876,2.5728,1/04/2024
JPMorgan Income ETF,JPIE,2/01/2024,2/06/2024,2/02/2024,0.237,2.6263,1/04/2024
JPMorgan Nasdaq Equity Premium Income ETF,JEPQ,2/01/2024,2/06/2024,2/02/2024,0.34167,4.10004,1/31/2024
JPMorgan Short Duration Core Plus ETF,JSCP,2/01/2024,2/06/2024,2/02/2024,0.1803,1.9529,1/04/2024
JPMorgan Sustainable Municipal Income ETF,JMSI,2/01/2024,2/06/2024,2/02/2024,0.1464,1.8019,1/04/2024
JPMorgan Ultra-Short Income ETF,JPST,2/01/2024,2/06/2024,2/02/2024,0.2186,2.4559,1/04/2024
JPMorgan USD Emerging Markets Sovereign Bond ETF,JPMB,2/01/2024,2/06/2024,2/02/2024,0.1856,2.3462,1/04/2024
"Lamb Weston Holdings, Inc. Common Stock ",LW,2/01/2024,3/01/2024,2/02/2024,0.36,1.44,12/14/2023
"MainStreet Bancshares, Inc. Common Stock",MNSB,2/01/2024,2/09/2024,2/02/2024,0.1,0.4,1/23/2024
"Medalist Diversified REIT, Inc. Common Stock",MDRR,2/01/2024,2/06/2024,2/02/2024,0.01,0.04,1/23/2024
"Medalist Diversified REIT, Inc. Series A Cumulative Redeemable Preferred Stock",MDRRP,2/01/2024,2/06/2024,2/02/2024,0.5,2.0,1/23/2024
Natixis Gateway Quality Income ETF,GQI,2/01/2024,2/05/2024,2/02/2024,0.3858,4.6296,1/31/2024
Norfolk Southern Corporation Common Stock,NSC,2/01/2024,2/20/2024,2/02/2024,1.35,5.4,1/24/2024
"Northwest Bancshares, Inc. Common Stock",NWBI,2/01/2024,2/14/2024,2/02/2024,0.2,0.8,1/18/2024
Nuveen Enhanced Yield U.S. Aggregate Bond ETF,NUAG,2/01/2024,2/05/2024,2/02/2024,0.0727,0.848,12/27/2023
Nuveen ESG 1-5 Year U.S. Aggregate Bond ETF,NUSA,2/01/2024,2/05/2024,2/02/2024,0.0663,0.835,12/27/2023
Nuveen ESG High Yield Corporate Bond ETF,NUHY,2/01/2024,2/05/2024,2/02/2024,0.112,1.4047,12/28/2023
Nuveen ESG U.S. Aggregate Bond ETF,NUBD,2/01/2024,2/05/2024,2/02/2024,0.0592,0.6756,12/27/2023
PGIM AAA CLO ETF,PAAA,2/01/2024,2/07/2024,2/02/2024,0.2824,3.3274,1/31/2024
PGIM Active Aggregate Bond ETF,PAB,2/01/2024,2/07/2024,2/02/2024,0.1501,1.5946,1/31/2024
PGIM Active High Yield Bond ETF,PHYL,2/01/2024,2/07/2024,2/02/2024,0.2343,2.6608,1/31/2024
PGIM Floating Rate Income ETF,PFRL,2/01/2024,2/07/2024,2/02/2024,0.4215,5.0174,1/31/2024
PGIM Total Return Bond ETF,PTRB,2/01/2024,2/07/2024,2/02/2024,0.1849,1.9739,1/31/2024
PGIM Ultra Short Bond ETF,PULS,2/01/2024,2/07/2024,2/02/2024,0.2516,2.7441,1/31/2024
PIMCO 0-5 Year High Yield Corporate Bond Index Exchange-Traded Fund,HYS,2/01/2024,2/06/2024,2/02/2024,0.53,6.08,1/11/2024
PIMCO Active Bond Exchange-Traded Fund,BOND,2/01/2024,2/06/2024,2/02/2024,0.345,3.815,1/11/2024
PIMCO Enhanced Low Duration Active Exchange-Traded Fund,LDUR,2/01/2024,2/06/2024,2/02/2024,0.37,4.035,1/11/2024
PIMCO Enhanced Short Maturity Active ESG Exchange-Traded Fund,EMNT,2/01/2024,2/06/2024,2/02/2024,0.42,4.3062,1/11/2024
PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,MINT,2/01/2024,2/06/2024,2/02/2024,0.434,5.004,1/11/2024
PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,MUNI,2/01/2024,2/06/2024,2/02/2024,0.143,1.652,1/11/2024
