companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Fortress Biotech, Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",FBIOP,12/14/2023,12/31/2023,12/15/2023,0.1953125,2.34375,12/27/2023
Garmin Ltd. Common Stock (Switzerland),GRMN,12/14/2023,12/29/2023,12/15/2023,0.73,2.92,2/22/2023
GATX Corporation Common Stock,GATX,12/14/2023,12/31/2023,12/15/2023,0.55,2.2,10/27/2023
Generation Income Properties Inc. Common Stock,GIPR,12/14/2023,12/30/2023,12/15/2023,0.039,0.468,10/03/2023
"Gilead Sciences, Inc. Common Stock",GILD,12/14/2023,12/28/2023,12/15/2023,0.75,3.0,11/01/2023
Global Payments Inc. Common Stock,GPN,12/14/2023,12/29/2023,12/15/2023,0.25,1.0,10/31/2023
"Global Self Storage, Inc. Common Stock",SELF,12/14/2023,12/28/2023,12/15/2023,0.0725,0.29,12/01/2023
Great Elm Capital Corp. 5.875% Notes due 2026,GECCO,12/14/2023,12/31/2023,12/15/2023,0.371267,1.485068,12/27/2023
Great Elm Capital Corp. 6.75% Notes Due 2025,GECCM,12/14/2023,12/31/2023,12/15/2023,0.426563,1.706252,12/27/2023
Great Elm Capital Corp. 8.75% Notes due 2028,GECCZ,12/14/2023,12/31/2023,12/15/2023,0.552951,2.211804,12/27/2023
Great Elm Capital Corp. Common Stock,GECC,12/14/2023,12/29/2023,12/15/2023,0.35,1.4,11/02/2023
"Great Elm Group, Inc.  7.25% Notes due 2027",GEGGL,12/14/2023,12/31/2023,12/15/2023,0.45816,1.83264,12/27/2023
Hamilton Lane Incorporated Class A Common Stock,HLNE,12/14/2023,1/05/2024,12/15/2023,0.445,1.78,12/27/2023
"Hawthorn Bancshares, Inc. Common Stock",HWBK,12/14/2023,1/01/2024,12/15/2023,0.17,0.68,10/25/2023
"Hennessy Advisors, Inc. 4.875% Notes due 2026",HNNAZ,12/14/2023,12/29/2023,12/15/2023,0.3046875,1.21875,12/04/2023
Hooker Furnishings Corporation Common Stock,HOFT,12/14/2023,12/29/2023,12/15/2023,0.23,0.92,12/05/2023
Horizon Technology Finance Corporation 4.875% Notes due 2026,HTFB,12/14/2023,12/20/2023,12/15/2023,0.3047,1.2188,12/27/2023
Horizon Technology Finance Corporation 6.25% Notes due 2027,HTFC,12/14/2023,1/02/2024,12/15/2023,0.390625,1.5625,12/27/2023
"Inter Parfums, Inc. Common Stock",IPAR,12/14/2023,12/31/2023,12/15/2023,0.625,2.5,2/13/2023
Iridium Communications Inc Common Stock,IRDM,12/14/2023,12/29/2023,12/15/2023,0.13,0.52,12/01/2023
iShares 0-5 Year Investment Grade Corporate Bond ETF,SLQD,12/14/2023,12/20/2023,12/15/2023,0.136652,1.639824,12/13/2023
iShares 1-3 Year International Treasury Bond ETF,ISHG,12/14/2023,12/20/2023,12/15/2023,0.130908,0.130908,12/13/2023
iShares 1-3 Year Treasury Bond ETF,SHY,12/14/2023,12/20/2023,12/15/2023,0.259742,3.116904,12/13/2023
iShares 1-5 Year Investment Grade Corporate Bond ETF,IGSB,12/14/2023,12/20/2023,12/15/2023,0.162846,1.954152,12/13/2023
iShares 20+ Year Treasury Bond ETF,TLT,12/14/2023,12/20/2023,12/15/2023,0.310534,3.726408,12/13/2023
iShares 3-7 Year Treasury Bond ETF,IEI,12/14/2023,12/20/2023,12/15/2023,0.291672,3.500064,12/13/2023
iShares 5-10 Year Investment Grade Corporate Bond ETF,IGIB,12/14/2023,12/20/2023,12/15/2023,0.176885,2.12262,12/13/2023
iShares 7-10 Year Treasury Bond ETF,IEF,12/14/2023,12/20/2023,12/15/2023,0.281606,3.379272,12/13/2023
iShares Broad USD Investment Grade Corporate Bond ETF,USIG,12/14/2023,12/20/2023,12/15/2023,0.181573,2.178876,12/13/2023
iShares Core 1-5 Year USD Bond ETF,ISTB,12/14/2023,12/20/2023,12/15/2023,0.145902,1.750824,12/13/2023
iShares Core Total USD Bond Market ETF,IUSB,12/14/2023,12/20/2023,12/15/2023,0.145383,1.744596,12/13/2023
iShares ESG Advanced High Yield Corporate Bond ETF,HYXF,12/14/2023,12/20/2023,12/15/2023,0.234195,2.81034,12/13/2023
iShares ESG Aware 1-5 Year USD Corporate Bond ETF,SUSB,12/14/2023,12/20/2023,12/15/2023,0.065423,0.785076,12/13/2023
iShares ESG Aware USD Corporate Bond ETF,SUSC,12/14/2023,12/20/2023,12/15/2023,0.079864,0.958368,12/13/2023
iShares Fallen Angels USD Bond ETF,FALN,12/14/2023,12/20/2023,12/15/2023,0.131625,1.5795,12/13/2023
iShares GNMA Bond ETF,GNMA,12/14/2023,12/20/2023,12/15/2023,0.130099,1.561188,12/13/2023
iShares iBonds Dec 2024 Term Treasury ETF,IBTE,12/14/2023,12/20/2023,12/15/2023,0.091452,1.097424,12/13/2023
iShares iBonds Dec 2025 Term Treasury ETF,IBTF,12/14/2023,12/20/2023,12/15/2023,0.084092,1.009104,12/13/2023
iShares iBonds Dec 2026 Term Treasury ETF,IBTG,12/14/2023,12/20/2023,12/15/2023,0.074984,0.899808,12/13/2023
iShares iBonds Dec 2027 Term Treasury ETF,IBTH,12/14/2023,12/20/2023,12/15/2023,0.067947,0.815364,12/13/2023
iShares iBonds Dec 2028 Term Treasury ETF,IBTI,12/14/2023,12/20/2023,12/15/2023,0.072048,0.864576,12/13/2023
iShares iBonds Dec 2029 Term Treasury ETF,IBTJ,12/14/2023,12/20/2023,12/15/2023,0.065916,0.790992,12/13/2023
iShares iBonds Dec 2030 Term Treasury ETF,IBTK,12/14/2023,12/20/2023,12/15/2023,0.059524,0.714288,12/13/2023
iShares iBonds Dec 2031 Term Treasury ETF,IBTL,12/14/2023,12/20/2023,12/15/2023,0.065191,0.782292,12/13/2023
iShares iBonds Dec 2032 Term Treasury ETF,IBTM,12/14/2023,12/20/2023,12/15/2023,0.078207,0.938484,12/13/2023
iShares iBonds Dec 2033 Term Treasury ETF,IBTO,12/14/2023,12/20/2023,12/15/2023,0.085932,1.031184,12/13/2023
iShares J.P. Morgan USD Emerging Markets Bond ETF,EMB,12/14/2023,12/20/2023,12/15/2023,0.364296,4.371552,12/13/2023
iShares MBS ETF,MBB,12/14/2023,12/20/2023,12/15/2023,0.275714,3.308568,12/13/2023
iShares Preferred and Income Securities ETF,PFF,12/14/2023,12/20/2023,12/15/2023,0.192656,2.311872,12/13/2023
iShares Short Treasury Bond ETF,SHV,12/14/2023,12/20/2023,12/15/2023,0.503886,6.046632,12/13/2023
iShares USD Bond Factor ETF,USBF,12/14/2023,12/20/2023,12/15/2023,0.325174,3.902088,12/13/2023
iShares USD Green Bond ETF,BGRN,12/14/2023,12/20/2023,12/15/2023,0.150627,1.807524,12/13/2023
"KBR, Inc. Common Stock",KBR,12/14/2023,1/16/2024,12/15/2023,0.135,0.54,10/18/2023
"Kforce, Inc. Common Stock",KFRC,12/14/2023,12/29/2023,12/15/2023,0.36,1.44,10/27/2023
KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,KKRS,12/14/2023,1/02/2024,12/15/2023,0.2890625,1.1562,12/27/2023
KKR Income Opportunities Fund Common Shares,KIO,12/14/2023,12/29/2023,12/15/2023,0.1215,1.458,10/16/2023
"Leidos Holdings, Inc. Common Stock",LDOS,12/14/2023,12/29/2023,12/15/2023,0.38,1.52,10/27/2023
LuxUrban Hotels Inc. 13.00% Series A Cumulative Redeemable Preferred Stock,LUXHP,12/14/2023,1/02/2024,12/15/2023,0.270833,3.249996,12/05/2023
Macy's Inc Common Stock,M,12/14/2023,1/02/2024,12/15/2023,0.1654,0.6616,10/27/2023
"MainStreet Bancshares, Inc. Depositary Shares",MNSBP,12/14/2023,12/29/2023,12/15/2023,0.46875,1.875,11/15/2023
"Marten Transport, Ltd. Common Stock",MRTN,12/14/2023,12/29/2023,12/15/2023,0.06,0.24,11/30/2023
"Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",MBNKP,12/14/2023,1/02/2024,12/15/2023,0.5,2.0,10/26/2023
Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,MBINP,12/14/2023,1/02/2024,12/15/2023,0.4375,1.75,11/15/2023
Merchants Bancorp Common Stock,MBIN,12/14/2023,1/02/2024,12/15/2023,0.08,0.32,11/15/2023
Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,MBINO,12/14/2023,1/02/2024,12/15/2023,0.375,1.5,11/15/2023
Merchants Bancorp Depositary Shares Preferred Series C,MBINN,12/14/2023,1/02/2024,12/15/2023,0.375,1.5,11/15/2023
"Merchants Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",MBINM,12/14/2023,1/02/2024,12/15/2023,0.5156,2.0624,11/15/2023
Methanex Corporation Common Stock,MEOH,12/14/2023,12/29/2023,12/15/2023,0.185,0.74,11/15/2023
"Midland States Bancorp, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",MSBIP,12/14/2023,1/02/2024,12/15/2023,0.4844,1.9376,11/06/2023
Monroe Capital Corporation Common Stock,MRCC,12/14/2023,12/29/2023,12/15/2023,0.25,1.0,12/01/2023
New Mountain Finance Corporation Common Stock,NMFC,12/14/2023,12/29/2023,12/15/2023,0.36,1.44,10/24/2023
NewMarket Corp Common Stock,NEU,12/14/2023,1/02/2024,12/15/2023,2.25,9.0,10/26/2023
"NexPoint Real Estate Finance, Inc. Common Stock",NREF,12/14/2023,12/29/2023,12/15/2023,0.185,2.0,10/31/2023
"NexPoint Residential Trust, Inc. Common Stock",NXRT,12/14/2023,12/29/2023,12/15/2023,0.46242,1.8497,10/31/2023
"Northern Trust Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",NTRSO,12/14/2023,1/01/2024,12/15/2023,0.29375,1.175,10/17/2023
"NorthWestern Energy Group, Inc. Common Stock",NWE,12/14/2023,12/29/2023,12/15/2023,0.64,2.56,10/26/2023
Nuveen Global Net Zero Transition ETF,NTZG,12/14/2023,12/18/2023,12/15/2023,0.4397,0.0,12/13/2023
Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,QQQX,12/14/2023,12/29/2023,12/15/2023,0.42,1.68,12/01/2023
Oaktree Specialty Lending Corporation Common Stock,OCSL,12/14/2023,12/29/2023,12/15/2023,0.62,2.2,11/14/2023
Oxford Lane Capital Corp. 5.00% Notes due 2027,OXLCZ,12/14/2023,1/02/2024,12/15/2023,0.3125,1.25,12/27/2023
Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares,OXLCP,12/14/2023,12/29/2023,12/15/2023,0.13020833,1.5625,10/26/2023
Oxford Lane Capital Corp. 6.75% Notes due 2031,OXLCL,12/14/2023,1/02/2024,12/15/2023,0.421875,1.6875,12/27/2023
Oxford Lane Capital Corp. 6.75% Series 2024 Term Preferred Stock,OXLCM,12/14/2023,12/29/2023,12/15/2023,0.140625,1.6875,10/26/2023
Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock,OXLCN,12/14/2023,12/29/2023,12/15/2023,0.1484375,1.78125,10/26/2023
Oxford Lane Capital Corp. Common Stock,OXLC,12/14/2023,12/29/2023,12/15/2023,0.08,0.96,7/27/2023
"Oxford Lane Capital Corp. Preferred Stock Shares, 6.00% Series 2029",OXLCO,12/14/2023,12/29/2023,12/15/2023,0.125,1.5,10/26/2023
Oxford Square Capital Corp. Common Stock,OXSQ,12/14/2023,12/29/2023,12/15/2023,0.035,0.42,8/03/2023
PACCAR Inc. Common Stock,PCAR,12/14/2023,1/04/2024,12/15/2023,3.2,1.08,12/27/2023
Paramount Global 5.75% Series A Mandatory Convertible Preferred Stock,PARAP,12/14/2023,1/02/2024,12/15/2023,1.4375,5.75,10/12/2023
Paramount Global Class A Common Stock,PARAA,12/14/2023,1/02/2024,12/15/2023,0.05,0.2,10/12/2023
Paramount Global Class B Common Stock,PARA,12/14/2023,1/02/2024,12/15/2023,0.05,0.2,10/12/2023
"Phillips Edison & Company, Inc. Common Stock",PECO,12/14/2023,1/02/2024,12/15/2023,0.0975,1.17,11/07/2023
"Popular, Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",BPOPM,12/14/2023,1/02/2024,12/15/2023,0.127604,1.531248,12/04/2023
PotlatchDeltic Corporation Common Stock,PCH,12/14/2023,12/29/2023,12/15/2023,0.45,1.8,12/01/2023
"Prosperity Bancshares, Inc. Common Stock",PB,12/14/2023,1/02/2024,12/15/2023,0.56,2.24,10/18/2023
"QCR Holdings, Inc. Common Stock",QCRH,12/14/2023,1/04/2024,12/15/2023,0.06,0.24,11/02/2023
Rayonier Inc. REIT Common Stock,RYN,12/14/2023,12/29/2023,12/15/2023,0.285,1.14,10/20/2023
"RCI Hospitality Holdings, Inc. Common Stock",RICK,12/14/2023,12/29/2023,12/15/2023,0.06,0.24,12/04/2023
Reaves Utility Income Fund Common Shares of Beneficial Interest,UTG,12/14/2023,12/29/2023,12/15/2023,0.19,2.28,10/06/2023
"Red Rock Resorts, Inc. Class A Common Stock",RRR,12/14/2023,12/29/2023,12/15/2023,0.25,1.0,12/27/2023
"Republic Bancorp, Inc. Class A Common Stock",RBCAA,12/14/2023,1/19/2024,12/15/2023,0.374,1.496,11/15/2023
Retail Opportunity Investments Corp. Common Stock (MD),ROIC,12/14/2023,1/05/2024,12/15/2023,0.15,0.6,10/24/2023
"Rexford Industrial Realty, Inc. 5.625% Series C Cumulative Redeemable Preferred Stock, par value $0.01 per share",REXR^C,12/14/2023,12/29/2023,12/15/2023,0.351563,1.4063,10/18/2023
"Rexford Industrial Realty, Inc. 5.875% Series B Cumulative Redeemable Preferred Stock",REXR^B,12/14/2023,12/29/2023,12/15/2023,0.367188,1.4688,10/18/2023
Sachem Capital Corp. 6.00% Notes due 2026,SCCD,12/14/2023,1/02/2024,12/15/2023,0.375,1.5,12/27/2023
Sachem Capital Corp. 6.00% Notes due 2027,SCCE,12/14/2023,1/02/2024,12/15/2023,0.375,1.5,12/27/2023
Sachem Capital Corp. 6.875% Notes due 2024,SACC,12/14/2023,1/02/2024,12/15/2023,0.4296875,1.7188,12/27/2023
Sachem Capital Corp. 7.125% Notes due 2024,SCCB,12/14/2023,1/02/2024,12/15/2023,0.4453125,1.7812,12/27/2023
Sachem Capital Corp. 7.125% Notes due 2027,SCCF,12/14/2023,1/02/2024,12/15/2023,0.4453125,1.7812,12/27/2023
Sachem Capital Corp. 7.75% Notes due 2025,SCCC,12/14/2023,1/02/2024,12/15/2023,0.484375,1.9375,12/27/2023
Sachem Capital Corp. 8.00% Notes due 2027,SCCG,12/14/2023,1/02/2024,12/15/2023,0.5,2.0,12/27/2023
Scorpio Tankers Inc. 7.00% Senior Notes due 2025,SBBA,12/14/2023,1/02/2024,12/15/2023,0.4375,1.75,12/27/2023
Seacoast Banking Corporation of Florida Common Stock,SBCF,12/14/2023,12/29/2023,12/15/2023,0.18,0.72,12/27/2023
Simmons First National Corporation Class A Common Stock,SFNC,12/14/2023,1/02/2024,12/15/2023,0.2,0.8,10/18/2023
"Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock",SPG^J,12/14/2023,12/29/2023,12/15/2023,1.046875,4.1875,10/30/2023
"Sonic Automotive, Inc. Common Stock",SAH,12/14/2023,1/12/2024,12/15/2023,0.3,1.2,10/26/2023
Sprott Energy Transition Materials ETF,SETM,12/14/2023,12/21/2023,12/15/2023,0.43769,0.43769,12/13/2023
Sprott Junior Copper Miners ETF,COPJ,12/14/2023,12/21/2023,12/15/2023,0.4557,0.4557,12/13/2023
Sprott Junior Uranium Miners ETF,URNJ,12/14/2023,12/21/2023,12/15/2023,0.95082,0.95082,12/13/2023
Sprott Lithium Miners ETF,LITP,12/14/2023,12/21/2023,12/15/2023,0.35229,0.35229,12/13/2023
Sprott Nickel Miners ETF,NIKL,12/14/2023,12/21/2023,12/15/2023,2.76748,2.76748,12/13/2023
"Steven Madden, Ltd. Common Stock",SHOO,12/14/2023,12/29/2023,12/15/2023,0.21,0.84,12/27/2023
"Summit Financial Group, Inc. Common Stock",SMMF,12/14/2023,12/29/2023,12/15/2023,0.22,0.88,11/23/2023
SuRo Capital Corp. 6.00% Notes due 2026,SSSSL,12/14/2023,12/30/2023,12/15/2023,0.375,1.5,12/27/2023
SWK Holdings Corporation 9.00% Senior Notes due 2027,SWKHL,12/14/2023,12/31/2023,12/15/2023,0.5371,2.1484,12/27/2023
"T. Rowe Price Group, Inc. Common Stock",TROW,12/14/2023,12/29/2023,12/15/2023,1.22,4.88,10/31/2023
Taiwan Semiconductor Manufacturing Company Ltd.,TSM,12/14/2023,1/11/2024,12/15/2023,0.472411,1.8896,8/08/2023
"Terra Income Fund 6, LLC 7.00% Notes due 2026",TFSA,12/14/2023,1/02/2024,12/15/2023,0.4375,1.75,12/27/2023
"Terra Property Trust, Inc. 6.00% Notes due 2026",TPTA,12/14/2023,1/02/2024,12/15/2023,0.375,1.5,12/27/2023
Terreno Realty Corporation Common Stock,TRNO,12/14/2023,1/05/2024,12/15/2023,0.45,1.8,11/01/2023
Textron Inc. Common Stock,TXT,12/14/2023,1/01/2024,12/15/2023,0.02,0.08,10/25/2023
TriplePoint Venture Growth BDC Corp. Common Stock,TPVG,12/14/2023,12/29/2023,12/15/2023,0.4,1.6,10/26/2023
"Triumph Financial, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock",TFINP,12/14/2023,12/30/2023,12/15/2023,0.44525,1.781,11/30/2023
"Turning Point Brands, Inc. Common Stock",TPB,12/14/2023,1/05/2024,12/15/2023,0.065,0.26,11/01/2023
"United Community Banks, Inc. Common Stock",UCBI,12/14/2023,1/05/2024,12/15/2023,0.23,0.92,11/27/2023
Uniti Group Inc. Common Stock,UNIT,12/14/2023,1/04/2024,12/15/2023,0.15,0.6,11/01/2023
"Unity Bancorp, Inc. Common Stock",UNTY,12/14/2023,12/29/2023,12/15/2023,0.12,0.48,11/16/2023
Universal Display Corporation Common Stock,OLED,12/14/2023,12/29/2023,12/15/2023,0.35,1.4,10/31/2023
"Utah Medical Products, Inc. Common Stock",UTMD,12/14/2023,1/03/2024,12/15/2023,0.3,1.2,10/31/2023
"Verisk Analytics, Inc. Common Stock",VRSK,12/14/2023,12/29/2023,12/15/2023,0.34,1.36,11/01/2023
"Vitesse Energy, Inc. Common Stock",VTS,12/14/2023,12/29/2023,12/15/2023,0.5,2.0,11/01/2023
"Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares, Liquidation Preference $25.00 Per Share",VNO^O,12/14/2023,1/02/2024,12/15/2023,0.278125,1.1125,10/26/2023
"Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest, liquidation preference $25.00 per share, no par value per share",VNO^M,12/14/2023,1/02/2024,12/15/2023,0.328125,1.3125,10/26/2023
"Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest, liquidation preference $25.00 per share",VNO^N,12/14/2023,1/02/2024,12/15/2023,0.328125,1.3125,10/26/2023
Vornado Realty Trust Pfd Ser L %,VNO^L,12/14/2023,1/02/2024,12/15/2023,0.3375,1.35,10/26/2023
W.R. Berkley Corporation 4.125% Subordinated Debentures due 2061,WRB^H,12/14/2023,1/02/2024,12/15/2023,0.2578125,1.0312,12/27/2023
W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060,WRB^G,12/14/2023,1/02/2024,12/15/2023,0.265625,1.0625,12/27/2023
W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059,WRB^F,12/14/2023,1/02/2024,12/15/2023,0.31875,1.275,12/27/2023
W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058,WRB^E,12/14/2023,1/02/2024,12/15/2023,0.35625,1.425,12/27/2023
"Western Alliance Bancorporation Depositary Shares, Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",WAL^A,12/14/2023,12/30/2023,12/15/2023,0.265625,1.0625,10/30/2023
