companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"TJX Companies, Inc. (The) Common Stock",TJX,2/14/2024,3/07/2024,2/15/2024,0.3325,1.33,11/28/2023
"CenterPoint Energy, Inc (Holding Co) Common Stock",CNP,2/14/2024,3/14/2024,2/15/2024,0.2,0.8,12/14/2023
Equinor ASA,EQNR,2/14/2024,2/27/2024,2/15/2024,0.3,1.2,1/24/2024
Jabil Inc. Common Stock,JBL,2/14/2024,3/04/2024,2/15/2024,0.08,0.32,1/25/2024
Kroger Company (The) Common Stock,KR,2/14/2024,3/01/2024,2/15/2024,0.29,1.16,1/19/2024
"Southwest Gas Holdings, Inc. Common Stock (DE)",SWX,2/14/2024,3/01/2024,2/15/2024,0.62,2.48,11/15/2023
Eli Lilly and Company Common Stock,LLY,2/14/2024,3/08/2024,2/15/2024,1.3,5.2,12/08/2023
"Applied Industrial Technologies, Inc. Common Stock",AIT,2/14/2024,2/29/2024,2/15/2024,0.37,1.48,1/25/2024
"Allete, Inc.",ALE,2/14/2024,3/01/2024,2/15/2024,0.705,2.82,1/26/2024
"Church & Dwight Company, Inc. Common Stock",CHD,2/14/2024,3/01/2024,2/15/2024,0.28375,1.135,2/02/2024
MGIC Investment Corporation Common Stock,MTG,2/14/2024,3/05/2024,2/15/2024,0.115,0.46,1/23/2024
Oshkosh Corporation (Holding Company)Common Stock,OSK,2/14/2024,2/29/2024,2/15/2024,0.46,1.84,1/30/2024
"Maximus, Inc. Common Stock",MMS,2/14/2024,2/29/2024,2/15/2024,0.3,1.2,1/11/2024
Minerals Technologies Inc. Common Stock,MTX,2/14/2024,3/07/2024,2/15/2024,0.1,0.4,1/24/2024
"Penske Automotive Group, Inc. Common Stock",PAG,2/14/2024,3/01/2024,2/15/2024,0.87,3.48,1/17/2024
"UMH Properties, Inc. Common Stock",UMH,2/14/2024,3/15/2024,2/15/2024,0.205,0.82,1/10/2024
Blackrock Core Bond Trust,BHK,2/14/2024,2/29/2024,2/15/2024,0.0746,0.8952,2/01/2024
Lindsay Corporation Common Stock,LNN,2/14/2024,2/29/2024,2/15/2024,0.35,1.4,1/12/2024
Gorman-Rupp Company (The) Common Stock,GRC,2/14/2024,3/08/2024,2/15/2024,0.18,0.72,1/26/2024
"New America High Income Fund, Inc. (The) Common Stock",HYB,2/14/2024,2/29/2024,2/15/2024,0.04,0.48,2/01/2024
MSA Safety Incorporated Common Stock,MSA,2/14/2024,3/10/2024,2/15/2024,0.47,1.88,1/16/2024
"Nuveen Municipal Value Fund, Inc. Common Stock",NUV,2/14/2024,3/01/2024,2/15/2024,0.029,0.348,2/01/2024
Advent Convertible and Income Fund,AVK,2/14/2024,2/29/2024,2/15/2024,0.1172,1.4064,2/01/2024
"Nuveen Municipal Income Fund, Inc. Common Stock",NMI,2/14/2024,3/01/2024,2/15/2024,0.034,0.408,2/01/2024
Blackrock Limited Duration Income Trust,BLW,2/14/2024,2/29/2024,2/15/2024,0.1079,1.2948,2/01/2024
"Blackrock MuniYield Quality Fund III, Inc Common Stock",MYI,2/14/2024,3/01/2024,2/15/2024,0.0555,0.666,11/14/2023
Nuveen New York Municipal Value Fund Common Stock,NNY,2/14/2024,3/01/2024,2/15/2024,0.028,0.336,2/01/2024
Nuveen Select Tax Free Income Portfolio Common Stock,NXP,2/14/2024,3/01/2024,2/15/2024,0.0485,0.582,2/01/2024
BlackRock New York Municipal Income Trust,BNY,2/14/2024,3/01/2024,2/15/2024,0.043,0.516,11/14/2023
Nuveen California Municipal Value Fund,NCA,2/14/2024,3/01/2024,2/15/2024,0.029,0.348,2/01/2024
BlackRock Income Trust Inc. (The),BKT,2/14/2024,2/29/2024,2/15/2024,0.0882,1.0584,2/01/2024
"Blackrock MuniVest Fund, Inc. Common Stock",MVF,2/14/2024,3/01/2024,2/15/2024,0.03,0.36,11/14/2023
Nuveen Multi-Market Income Fund (MA),JMM,2/14/2024,3/01/2024,2/15/2024,0.0275,0.33,2/01/2024
Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,NQP,2/14/2024,3/01/2024,2/15/2024,0.0325,0.39,2/01/2024
DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,DTF,2/14/2024,2/29/2024,2/15/2024,0.0325,0.39,12/14/2023
"Blackrock MuniYield Fund, Inc.  Common Stock",MYD,2/14/2024,3/01/2024,2/15/2024,0.0525,0.63,11/14/2023
"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",MYN,2/14/2024,3/01/2024,2/15/2024,0.0442,0.5304,11/14/2023
Nuveen California Select Tax-Free Income Portfolio Common Stock,NXC,2/14/2024,3/01/2024,2/15/2024,0.0455,0.546,2/01/2024
Nuveen New York Select Tax-Free Income Portfolio Common Stock,NXN,2/14/2024,3/01/2024,2/15/2024,0.041,0.492,2/01/2024
"Blackrock MuniYield Quality Fund, Inc. Common Stock",MQY,2/14/2024,3/01/2024,2/15/2024,0.058,0.696,11/14/2023
"Blackrock MuniYield Quality Fund II, Inc. Common Stock",MQT,2/14/2024,3/01/2024,2/15/2024,0.049,0.588,11/14/2023
Nuveen Select Maturities Municipal Fund Common Stock,NIM,2/14/2024,3/01/2024,2/15/2024,0.026,0.312,2/01/2024
Blackrock MuniYield Pennsylvania Quality Fund Common Stock,MPA,2/14/2024,3/01/2024,2/15/2024,0.048,0.576,11/14/2023
Nuveen Arizona Quality Municipal Income Fund Common Stock,NAZ,2/14/2024,3/01/2024,2/15/2024,0.035,0.42,2/01/2024
BlackRock Investment Quality Municipal Trust Inc. (The),BKN,2/14/2024,3/01/2024,2/15/2024,0.057,0.684,11/14/2023
Nuveen Massachusetts Quality Municipal Income Fund Common Stock,NMT,2/14/2024,3/01/2024,2/15/2024,0.031,0.372,2/01/2024
Nuveen Virginia Quality Municipal Income Fund Common Stock,NPV,2/14/2024,3/01/2024,2/15/2024,0.0365,0.438,2/01/2024
"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",MIY,2/14/2024,3/01/2024,2/15/2024,0.0465,0.558,11/14/2023
"Blackrock MuniVest Fund II, Inc.  Common Stock",MVT,2/14/2024,3/01/2024,2/15/2024,0.0505,0.606,11/14/2023
Nuveen Missouri Quality Municipal Income Fund ,NOM,2/14/2024,3/01/2024,2/15/2024,0.0315,0.378,2/01/2024
"Blackrock MuniAssets Fund, Inc Common Stock",MUA,2/14/2024,3/01/2024,2/15/2024,0.0555,0.666,11/14/2023
"Blackrock MuniHoldings Fund, Inc. Common Stock",MHD,2/14/2024,3/01/2024,2/15/2024,0.0525,0.63,11/14/2023
"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",MHN,2/14/2024,3/01/2024,2/15/2024,0.0435,0.522,11/14/2023
"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",MUC,2/14/2024,3/01/2024,2/15/2024,0.0485,0.582,11/14/2023
"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",MUJ,2/14/2024,3/01/2024,2/15/2024,0.05,0.6,11/14/2023
"Blackrock Debt Strategies Fund, Inc. Common Stock",DSU,2/14/2024,2/29/2024,2/15/2024,0.09873,1.1848,2/01/2024
"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",MUE,2/14/2024,3/01/2024,2/15/2024,0.045,0.54,11/14/2023
Nuveen California Quality Municipal Income Fund,NAC,2/14/2024,3/01/2024,2/15/2024,0.0435,0.522,2/01/2024
Nuveen New York Quality Municipal Income Fund Common Stock,NAN,2/14/2024,3/01/2024,2/15/2024,0.043,0.516,2/01/2024
Nuveen Quality Municipal Income Fund Common Stock,NAD,2/14/2024,3/01/2024,2/15/2024,0.044,0.528,2/01/2024
Nuveen New Jersey Qualified Municipal Fund ,NXJ,2/14/2024,3/01/2024,2/15/2024,0.0345,0.414,2/01/2024
BlackRock Municipal Income Trust,BFK,2/14/2024,3/01/2024,2/15/2024,0.05,0.6,11/14/2023
BlackRock California Municipal Income Trust,BFZ,2/14/2024,3/01/2024,2/15/2024,0.051,0.612,11/14/2023
Nuveen Municipal Credit Income Fund ,NZF,2/14/2024,3/01/2024,2/15/2024,0.0515,0.618,2/01/2024
Nuveen AMT-Free Municipal Credit Income Fund ,NVG,2/14/2024,3/01/2024,2/15/2024,0.0505,0.606,2/01/2024
BlackRock Virginia Municipal Bond Trust,BHV,2/14/2024,3/01/2024,2/15/2024,0.0395,0.474,11/14/2023
BlackRock Municipal Income Trust II,BLE,2/14/2024,3/01/2024,2/15/2024,0.052,0.624,11/14/2023
Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,BYM,2/14/2024,3/01/2024,2/15/2024,0.0525,0.63,11/14/2023
Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NEA,2/14/2024,3/01/2024,2/15/2024,0.0425,0.51,2/01/2024
Nuveen California AMT-Free Quality Municipal Income Fund,NKX,2/14/2024,3/01/2024,2/15/2024,0.0455,0.546,2/01/2024
Nuveen New York AMT-Free Quality Municipal Income Fund ,NRK,2/14/2024,3/01/2024,2/15/2024,0.041,0.492,2/01/2024
Nuveen Preferred & Income Opportunities Fund,JPC,2/14/2024,3/01/2024,2/15/2024,0.0475,0.57,2/01/2024
"Blackrock Corporate High Yield Fund, Inc. Common Stock",HYT,2/14/2024,2/29/2024,2/15/2024,0.0779,0.9348,2/01/2024
Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,JQC,2/14/2024,3/01/2024,2/15/2024,0.054,0.648,2/01/2024
"BlackRock Municipal Income Fund, Inc. Common Stock",MUI,2/14/2024,3/01/2024,2/15/2024,0.055,0.66,11/14/2023
Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,FRA,2/14/2024,2/29/2024,2/15/2024,0.12384,1.4861,2/01/2024
"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",NMZ,2/14/2024,3/01/2024,2/15/2024,0.0425,0.51,2/01/2024
Nuveen Floating Rate Income Fund Common Stock,JFR,2/14/2024,3/01/2024,2/15/2024,0.085,1.02,2/01/2024
BlackRock Floating Rate Income Trust,BGT,2/14/2024,2/29/2024,2/15/2024,0.12028,1.4434,2/01/2024
"Blackrock Capital and Income Fund, Inc.",CII,2/14/2024,2/29/2024,2/15/2024,0.0995,1.194,2/01/2024
NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,SRV,2/14/2024,2/29/2024,2/15/2024,0.45,5.4,2/01/2024
BlackRock Energy and Resources Trust,BGR,2/14/2024,2/29/2024,2/15/2024,0.0657,0.7884,2/01/2024
Blackrock Health Sciences Trust,BME,2/14/2024,2/29/2024,2/15/2024,0.213,2.556,2/01/2024
Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,BOE,2/14/2024,2/29/2024,2/15/2024,0.063,0.756,2/01/2024
"CF Industries Holdings, Inc. Common Stock",CF,2/14/2024,2/29/2024,2/15/2024,0.5,2.0,1/31/2024
Blackrock Enhanced Equity Dividend Trust,BDJ,2/14/2024,2/29/2024,2/15/2024,0.0562,0.6744,2/01/2024
"Blackrock Enhanced Government Fund, Inc. Common Stock",EGF,2/14/2024,2/29/2024,2/15/2024,0.041,0.492,2/01/2024
BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,BTA,2/14/2024,3/01/2024,2/15/2024,0.0435,0.522,11/14/2023
BlackRock Credit Allocation Income Trust,BTZ,2/14/2024,2/29/2024,2/15/2024,0.0839,1.0068,2/01/2024
Blackrock Enhanced International Dividend Trust,BGY,2/14/2024,2/29/2024,2/15/2024,0.0338,0.4056,2/01/2024
Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,GOF,2/14/2024,2/29/2024,2/15/2024,0.1821,2.1852,2/01/2024
"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",RMM,2/14/2024,2/29/2024,2/15/2024,0.0916,1.0992,1/02/2024
"SunCoke Energy, Inc. Common Stock",SXC,2/14/2024,3/01/2024,2/15/2024,0.1,0.4,2/01/2024
Nuveen AMT-Free Municipal Value Fund,NUW,2/14/2024,3/01/2024,2/15/2024,0.0425,0.51,2/01/2024
DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,DSL,2/14/2024,2/29/2024,2/15/2024,0.11,1.32,2/01/2024
AGCO Corporation Common Stock,AGCO,2/14/2024,3/15/2024,2/15/2024,0.29,1.16,1/18/2024
Nuveen Mortgage and Income Fund,JLS,2/14/2024,3/01/2024,2/15/2024,0.142,1.704,2/01/2024
Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,NBB,2/14/2024,3/01/2024,2/15/2024,0.0735,0.882,2/01/2024
"ARMOUR Residential REIT, Inc.",ARR,2/14/2024,2/28/2024,2/15/2024,0.24,2.88,2/01/2024
BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,BBN,2/14/2024,2/29/2024,2/15/2024,0.0929,1.1148,2/01/2024
Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,GBAB,2/14/2024,2/29/2024,2/15/2024,0.12573,1.5088,2/01/2024
"Summit Hotel Properties, Inc. Common Stock",INN,2/14/2024,2/29/2024,2/15/2024,0.06,0.24,1/25/2024
BlackRock Resources Common Shares of Beneficial Interest,BCX,2/14/2024,2/29/2024,2/15/2024,0.0518,0.6216,2/01/2024
"BlackRock Utility, Infrastructure & Power Opportunities Trust",BUI,2/14/2024,2/29/2024,2/15/2024,0.121,1.452,2/01/2024
DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,DBL,2/14/2024,2/29/2024,2/15/2024,0.11,1.32,2/01/2024
Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,JRI,2/14/2024,3/01/2024,2/15/2024,0.1,1.2,2/01/2024
Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,JPI,2/14/2024,3/01/2024,2/15/2024,0.098,1.176,2/01/2024
BlackRock Municipal 2030 Target Term Trust,BTT,2/14/2024,3/01/2024,2/15/2024,0.0464,0.5568,11/14/2023
NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,NXG,2/14/2024,2/29/2024,2/15/2024,0.54,6.48,2/01/2024
BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,BIT,2/14/2024,2/29/2024,2/15/2024,0.1237,1.4844,2/01/2024
Artisan Partners Asset Management Inc. Class A Common Stock,APAM,2/14/2024,2/29/2024,2/15/2024,0.34,2.72,1/30/2024
Artisan Partners Asset Management Inc. Class A Common Stock,APAM,2/14/2024,2/29/2024,2/15/2024,0.68,2.72,1/30/2024
"Maiden Holdings North America, Ltd. 7.75% Notes due 2043",MHNC,2/14/2024,3/01/2024,2/15/2024,0.484375,1.9375,N/A
Nuveen Minnesota Quality Municipal Income Fund ,NMS,2/14/2024,3/01/2024,2/15/2024,0.041,0.492,2/01/2024
BlackRock Science and Technology Trust Common Shares of Beneficial Interest,BST,2/14/2024,2/29/2024,2/15/2024,0.25,3.0,2/01/2024
Nuveen Global High Income Fund Common Shares of Beneficial Interest,JGH,2/14/2024,3/01/2024,2/15/2024,0.1035,1.242,2/01/2024
"RiverNorth Opportunities Fund, Inc. Common Stock",RIV,2/14/2024,2/29/2024,2/15/2024,0.1289,1.5468,1/02/2024
RiverNorth Capital and Income Fund Common Stock,RSF,2/14/2024,2/29/2024,2/15/2024,0.1398,1.6776,1/02/2024
"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock",OPP,2/14/2024,2/29/2024,2/15/2024,0.1003,1.2036,1/02/2024
XAI Octagon Floating Rate & Alternative Income Trust Common Shares of Beneficial Interest,XFLT,2/14/2024,3/01/2024,2/15/2024,0.085,1.02,2/01/2024
DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,DTW,2/14/2024,3/01/2024,2/15/2024,0.3281,1.3124,N/A
"Origin Bancorp, Inc. Common Stock",OBK,2/14/2024,2/29/2024,2/15/2024,0.15,0.6,1/24/2024
"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",RMI,2/14/2024,2/29/2024,2/15/2024,0.0965,1.158,1/02/2024
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,CMSD,2/14/2024,3/01/2024,2/15/2024,0.3672,1.4688,N/A
Alta Equipment Group Inc. Class A Common Stock,ALTG,2/14/2024,2/29/2024,2/15/2024,0.057,0.228,2/02/2024
Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,FINS,2/14/2024,2/29/2024,2/15/2024,0.109,1.308,2/01/2024
BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,BSTZ,2/14/2024,2/29/2024,2/15/2024,0.10326,1.2391,2/01/2024
Nuveen Municipal Credit Opportunities Fund Common Shares,NMCO,2/14/2024,3/01/2024,2/15/2024,0.0455,0.546,2/01/2024
BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,BMEZ,2/14/2024,2/29/2024,2/15/2024,0.09044,1.0853,2/01/2024
DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,DLY,2/14/2024,2/29/2024,2/15/2024,0.1167,1.4004,2/01/2024
"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",RFM,2/14/2024,2/29/2024,2/15/2024,0.0954,1.1448,1/02/2024
"American Financial Group, Inc. 5.625% Subordinated Debentures due 2060",AFGD,2/14/2024,3/01/2024,2/15/2024,0.3516,1.4064,N/A
Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,NDMO,2/14/2024,3/01/2024,2/15/2024,0.062,0.744,2/01/2024
"Prudential Financial, Inc. 4.125% Junior Subordinated Notes due 2060",PFH,2/14/2024,3/01/2024,2/15/2024,0.2578,1.0312,N/A
BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,BCAT,2/14/2024,2/29/2024,2/15/2024,0.1275,1.53,2/01/2024
"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",RFMZ,2/14/2024,2/29/2024,2/15/2024,0.0866,1.0392,1/02/2024
BlackRock Innovation and Growth Term Trust Common Shares of Beneficial Interest,BIGZ,2/14/2024,2/29/2024,2/15/2024,0.04466,0.5359,2/01/2024
Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,NPCT,2/14/2024,3/01/2024,2/15/2024,0.0915,1.098,2/01/2024
Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,NBXG,2/14/2024,2/29/2024,2/15/2024,0.1,1.2,1/31/2024
BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,ECAT,2/14/2024,2/29/2024,2/15/2024,0.15,1.8,2/01/2024
Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,GUG,2/14/2024,2/29/2024,2/15/2024,0.11875,1.425,2/01/2024
DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,DTG,2/14/2024,3/01/2024,2/15/2024,0.2734375,1.0938,N/A
Nuveen Variable Rate Preferred & Income Fund Common Shares,NPFD,2/14/2024,3/01/2024,2/15/2024,0.1195,1.434,2/01/2024
"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",RMMZ,2/14/2024,2/29/2024,2/15/2024,0.0974,1.1688,1/02/2024
Saratoga Investment Corp 6.00% Notes due 2027,SAT,2/14/2024,2/28/2024,2/15/2024,0.375,1.5,N/A
BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,BMN,2/14/2024,3/01/2024,2/15/2024,0.09375,1.125,11/14/2023
Saratoga Investment Corp 8.00% Notes due 2027,SAJ,2/14/2024,2/28/2024,2/15/2024,0.5,2.0,N/A
Saratoga Investment Corp 8.125% Notes due 2027,SAY,2/14/2024,2/28/2024,2/15/2024,0.5078,2.0312,N/A
Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,ASBA,2/14/2024,3/01/2024,2/15/2024,0.4141,1.6564,N/A
Saratoga Investment Corp 8.50% Notes due 2028,SAZ,2/14/2024,2/28/2024,2/15/2024,0.5312,2.1248,N/A
"Ladenburg Thalmann Financial Services, Inc. 8% PRF PERPETUAL USD 25 - Ser A",LTSA,2/14/2024,2/28/2024,2/15/2024,0.1667,2.0,1/02/2024
Eagle Financial Bancorp Inc,EFBI,2/14/2024,2/29/2024,2/15/2024,0.08,0.32,1/31/2024
ENB Financial Corp,ENBP,2/14/2024,3/15/2024,2/15/2024,0.17,0.68,1/17/2024
Sturgis Bancorp Inc,STBI,2/14/2024,3/15/2024,2/15/2024,0.17,0.68,1/17/2024
Morris St Bancshares Inc,MBLU,2/14/2024,3/15/2024,2/15/2024,0.46,1.84,1/24/2024
Elmer Bancorp Inc,ELMA,2/14/2024,3/01/2024,2/15/2024,0.1,0.4,2/01/2024
"Honat Bancorp, Inc.",HONT,2/14/2024,2/29/2024,2/15/2024,0.68,2.72,1/24/2024
Lewis & Clark Bancorp,LWCL,2/14/2024,2/29/2024,2/15/2024,0.075,0.3,1/25/2024
Enbridge Inc FXDFR PRF PERPETUAL USD 25 - Ser L,EBBNF,2/14/2024,3/01/2024,2/15/2024,0.36612,1.2397,11/29/2023
Enbridge Inc FXDFR PRF PERPETUAL USD 25 - Ser 1,EBBGF,2/14/2024,3/01/2024,2/15/2024,0.41898,1.4873,11/29/2023
Enbridge Inc FXDFR PRF PERPETUAL USD 25 - Ser 5,EBGEF,2/14/2024,3/01/2024,2/15/2024,0.33596,1.3438,11/29/2023
MSA Safety Inc 4.50% PRF PERPETUAL USD 50,MNESP,2/14/2024,3/01/2024,2/15/2024,0.5625,2.25,1/16/2024
Lincoln National,LNCDL,2/14/2024,3/01/2024,2/15/2024,0.5625,2.25,2/01/2024
