companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Great Elm Capital Corp. 8.75% Notes due 2028,GECCZ,6/14/2024,6/30/2024,6/15/2024,0.540799,2.1875,6/13/2024
Great Elm Capital Corp. Common Stock,GECC,6/14/2024,6/28/2024,6/14/2024,0.35,1.4,5/02/2024
"Great Elm Group, Inc.  7.25% Notes due 2027",GEGGL,6/14/2024,6/30/2024,6/15/2024,0.44809,1.81252,6/13/2024
Hamilton Lane Incorporated Class A Common Stock,HLNE,6/14/2024,7/05/2024,6/14/2024,0.49,1.78,6/13/2024
"Hawthorn Bancshares, Inc. Common Stock",HWBK,6/14/2024,7/01/2024,6/15/2024,0.19,0.68,4/24/2024
"Hennessy Advisors, Inc. 4.875% Notes due 2026",HNNAZ,6/14/2024,7/01/2024,6/15/2024,0.3046875,1.21875,6/01/2024
Hooker Furnishings Corporation Common Stock,HOFT,6/14/2024,6/28/2024,6/14/2024,0.23,0.92,6/04/2024
Information Services Group Inc. Common Stock,III,6/14/2024,7/05/2024,6/14/2024,0.045,0.18,5/07/2024
"Inter Parfums, Inc. Common Stock",IPAR,6/14/2024,6/28/2024,6/14/2024,0.75,3.0,2/09/2024
Investors Title Company Common Stock,ITIC,6/14/2024,6/28/2024,6/14/2024,0.46,1.84,5/15/2024
Iridium Communications Inc Common Stock,IRDM,6/14/2024,6/28/2024,6/14/2024,0.14,0.52,5/21/2024
"MainStreet Bancshares, Inc. Depositary Shares",MNSBP,6/14/2024,7/01/2024,6/14/2024,0.46875,1.875,5/15/2024
"Marten Transport, Ltd. Common Stock",MRTN,6/14/2024,6/28/2024,6/14/2024,0.06,0.24,5/07/2024
"Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",MBNKP,6/14/2024,7/01/2024,6/15/2024,0.5,2.0,4/25/2024
Merchants Bancorp Common Stock,MBIN,6/14/2024,7/01/2024,6/14/2024,0.09,0.36,5/16/2024
Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,MBINO,6/14/2024,7/01/2024,6/14/2024,0.375,1.5,5/16/2024
Merchants Bancorp Depositary Shares Preferred Series C,MBINN,6/14/2024,7/01/2024,6/14/2024,0.375,1.5,5/16/2024
"Merchants Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",MBINM,6/14/2024,7/01/2024,6/14/2024,0.5156,2.0624,5/16/2024
"Meta Platforms, Inc. Class A Common Stock",META,6/14/2024,6/26/2024,6/14/2024,0.5,2.0,5/30/2024
Methanex Corporation Common Stock,MEOH,6/14/2024,6/28/2024,6/14/2024,0.185,0.74,4/24/2024
"Nasdaq, Inc. Common Stock",NDAQ,6/14/2024,6/28/2024,6/14/2024,0.24,0.88,6/13/2024
"Navient Corporation 6% Senior Notes due December 15, 2043",JSM,6/14/2024,6/17/2024,6/14/2024,0.375,1.5,6/13/2024
New Fortress Energy Inc. Class A Common Stock,NFE,6/14/2024,6/27/2024,6/15/2024,0.1,0.2,5/08/2024
New Mountain Finance Corporation Common Stock,NMFC,6/14/2024,6/28/2024,6/14/2024,0.34,1.44,4/18/2024
"Northern Trust Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",NTRSO,6/14/2024,7/01/2024,6/15/2024,0.29375,1.175,4/16/2024
"NorthWestern Energy Group, Inc. Common Stock",NWE,6/14/2024,6/28/2024,6/14/2024,0.65,2.6,4/25/2024
Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,QQQX,6/14/2024,7/01/2024,6/14/2024,0.42,1.68,6/03/2024
Oaktree Specialty Lending Corporation Common Stock,OCSL,6/14/2024,6/28/2024,6/14/2024,0.55,2.2,4/30/2024
Oxford Lane Capital Corp. 5.00% Notes due 2027,OXLCZ,6/14/2024,7/01/2024,6/15/2024,0.3125,1.25,6/13/2024
Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares,OXLCP,6/14/2024,6/28/2024,6/14/2024,0.13020833,1.5625,5/14/2024
Oxford Lane Capital Corp. 6.75% Notes due 2031,OXLCL,6/14/2024,7/01/2024,6/15/2024,0.421875,1.6875,6/13/2024
Oxford Lane Capital Corp. 6.75% Series 2024 Term Preferred Stock,OXLCM,6/14/2024,6/28/2024,6/14/2024,0.140625,1.6875,5/14/2024
Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock,OXLCN,6/14/2024,6/28/2024,6/14/2024,0.1484375,1.78125,5/14/2024
Oxford Lane Capital Corp. Common Stock,OXLC,6/14/2024,6/28/2024,6/14/2024,0.08,0.96,1/25/2024
"Oxford Lane Capital Corp. Preferred Stock Shares, 6.00% Series 2029",OXLCO,6/14/2024,6/28/2024,6/14/2024,0.125,1.5,5/14/2024
Oxford Square Capital Corp. Common Stock,OXSQ,6/14/2024,6/28/2024,6/14/2024,0.035,0.42,3/14/2024
"Popular, Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",BPOPM,6/14/2024,7/01/2024,6/15/2024,0.127604,1.531248,6/05/2024
"QCR Holdings, Inc. Common Stock",QCRH,6/14/2024,7/03/2024,6/14/2024,0.06,0.24,5/15/2024
"RCI Hospitality Holdings, Inc. Common Stock",RICK,6/14/2024,6/28/2024,6/14/2024,0.06,0.24,5/29/2024
"Red Rock Resorts, Inc. Class A Common Stock",RRR,6/14/2024,6/28/2024,6/14/2024,0.25,1.0,5/07/2024
Retail Opportunity Investments Corp. Common Stock (MD),ROIC,6/14/2024,7/10/2024,6/14/2024,0.15,0.6,4/23/2024
Seacoast Banking Corporation of Florida Common Stock,SBCF,6/14/2024,6/28/2024,6/14/2024,0.18,0.72,6/13/2024
Silvercrest Asset Management Group Inc. Class A Common Stock,SAMG,6/14/2024,6/21/2024,6/14/2024,0.19,0.76,5/01/2024
Simmons First National Corporation Class A Common Stock,SFNC,6/14/2024,7/01/2024,6/14/2024,0.21,0.84,4/23/2024
SpartanNash Company Common Stock,SPTN,6/14/2024,6/28/2024,6/14/2024,0.2175,0.87,5/22/2024
"Sprott Focus Trust, Inc. Common Stock",FUND,6/14/2024,7/01/2024,6/14/2024,0.1299,0.5144,6/04/2024
StepStone Group Inc. Class A Common Stock,STEP,6/14/2024,6/28/2024,6/14/2024,0.36,0.84,5/21/2024
SuRo Capital Corp. 6.00% Notes due 2026,SSSSL,6/14/2024,6/30/2024,6/15/2024,0.375,1.5,6/13/2024
SWK Holdings Corporation 9.00% Senior Notes due 2027,SWKHL,6/14/2024,6/30/2024,6/15/2024,0.5625,2.25,6/13/2024
"T. Rowe Price Group, Inc. Common Stock",TROW,6/14/2024,6/27/2024,6/14/2024,1.24,4.96,5/07/2024
"Texas Community Bancshares, Inc. Common Stock",TCBS,6/14/2024,6/28/2024,6/14/2024,0.04,0.16,5/21/2024
Trinity Capital Inc. 7.875% Notes due 2029,TRINZ,6/14/2024,6/30/2024,6/15/2024,0.4922,0.0,6/13/2024
"Triumph Financial, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock",TFINP,6/14/2024,6/30/2024,6/15/2024,0.44525,1.781,5/31/2024
"United Bankshares, Inc. Common Stock",UBSI,6/14/2024,7/01/2024,6/14/2024,0.37,1.48,5/15/2024
"United Community Banks, Inc. Common Stock",UCBI,6/14/2024,7/05/2024,6/15/2024,0.23,0.92,5/16/2024
Uniti Group Inc. Common Stock,UNIT,6/14/2024,6/28/2024,6/14/2024,0.15,0.6,5/02/2024
Universal Display Corporation Common Stock,OLED,6/14/2024,6/28/2024,6/14/2024,0.4,1.6,4/30/2024
"Utah Medical Products, Inc. Common Stock",UTMD,6/14/2024,7/05/2024,6/14/2024,0.3,1.2,5/07/2024
"Verisk Analytics, Inc. Common Stock",VRSK,6/14/2024,6/28/2024,6/15/2024,0.39,1.56,4/24/2024
Virginia National Bankshares Corporation Common Stock,VABK,6/14/2024,6/28/2024,6/14/2024,0.33,1.32,5/22/2024
Xcel Energy Inc. Common Stock,XEL,6/14/2024,7/20/2024,6/14/2024,0.5475,2.19,5/22/2024
"Flanigan's Enterprises, Inc. Common Stock",BDL,6/14/2024,6/28/2024,6/14/2024,0.5,0.5,5/28/2024
Central Securities Corporation Common Stock,CET,6/14/2024,6/26/2024,6/14/2024,0.2,0.4,5/22/2024
"Cornerstone Total Return Fund, Inc. (The) Common Stock",CRF,6/14/2024,6/28/2024,6/14/2024,0.1037,1.2444,2/12/2024
"Adams Resources & Energy, Inc. Common Stock",AE,6/14/2024,6/28/2024,6/14/2024,0.24,0.96,5/08/2024
"Cornerstone Strategic Value Fund, Inc. New Common Stock",CLM,6/14/2024,6/28/2024,6/14/2024,0.1086,1.3032,2/12/2024
BNY Mellon Municipal Income Inc. Common Stock,DMF,6/14/2024,6/28/2024,6/14/2024,0.019,0.228,5/08/2024
New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,NEN,6/14/2024,6/28/2024,6/14/2024,0.4,1.6,5/09/2024
"Evolution Petroleum Corporation, Inc. Common Stock",EPM,6/14/2024,6/28/2024,6/14/2024,0.12,0.48,5/07/2024
Sachem Capital Corp. 7.125% Notes due 2024,SCCB,6/14/2024,7/01/2024,6/14/2024,0.4453125,1.7812,N/A
Sachem Capital Corp. 6.875% Notes due 2024,SACC,6/14/2024,7/01/2024,6/14/2024,0.4296875,1.7188,N/A
Sachem Capital Corp. 7.75% Notes due 2025,SCCC,6/14/2024,7/01/2024,6/14/2024,0.484375,1.9375,N/A
Sachem Capital Corp. 6.00% Notes due 2026,SCCD,6/14/2024,7/01/2024,6/14/2024,0.375,1.5,N/A
Sachem Capital Corp. 6.00% Notes due 2027,SCCE,6/14/2024,7/01/2024,6/14/2024,0.375,1.5,N/A
Sachem Capital Corp. 7.125% Notes due 2027,SCCF,6/14/2024,7/01/2024,6/14/2024,0.4453125,1.7812,N/A
Sachem Capital Corp. 8.00% Notes due 2027,SCCG,6/14/2024,7/01/2024,6/14/2024,0.5,2.0,N/A
"Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests",FISK,6/14/2024,6/28/2024,6/14/2024,0.035,0.14,5/10/2024
"Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests",ESBA,6/14/2024,6/28/2024,6/14/2024,0.035,0.14,5/10/2024
"Empire State Realty OP, L.P. Series 60 Operating Partnership Units Representing Limited Partnership Interests",OGCP,6/14/2024,6/28/2024,6/14/2024,0.035,0.14,5/10/2024
YieldMax Universe Fund of Option Income ETFs,YMAX,6/14/2024,6/17/2024,6/14/2024,0.73,7.669,1/22/2024
YieldMax Magnificent 7 Fund of Option Income ETFs,YMAG,6/14/2024,6/17/2024,6/14/2024,0.6773,7.1026,2/08/2024
YieldMax Ultra Option Income Strategy ETF,ULTY,6/14/2024,6/17/2024,6/14/2024,1.1337,14.6829,3/07/2024
Ovintiv Inc. (DE),OVV,6/14/2024,6/28/2024,6/14/2024,0.3,1.2,5/07/2024
Hess Corporation Common Stock,HES,6/14/2024,6/28/2024,6/14/2024,0.4375,1.75,5/15/2024
"AMETEK, Inc.",AME,6/14/2024,6/28/2024,6/14/2024,0.28,1.12,5/09/2024
Coca-Cola Company (The) Common Stock,KO,6/14/2024,7/01/2024,6/14/2024,0.485,1.94,5/02/2024
GATX Corporation Common Stock,GATX,6/14/2024,6/30/2024,6/14/2024,0.58,2.32,4/26/2024
"Motorola Solutions, Inc. Common Stock",MSI,6/14/2024,7/15/2024,6/14/2024,0.98,3.92,5/14/2024
"Altria Group, Inc.",MO,6/14/2024,7/10/2024,6/14/2024,0.98,3.92,5/16/2024
Textron Inc. Common Stock,TXT,6/14/2024,7/01/2024,6/14/2024,0.02,0.08,4/24/2024
UGI Corporation Common Stock,UGI,6/14/2024,7/01/2024,6/14/2024,0.375,1.5,5/01/2024
Service Corporation International Common Stock,SCI,6/14/2024,6/28/2024,6/14/2024,0.3,1.2,5/07/2024
Chesapeake Utilities Corporation Common Stock,CPK,6/14/2024,7/05/2024,6/14/2024,0.64,2.56,5/08/2024
"Leggett & Platt, Incorporated Common Stock",LEG,6/14/2024,7/15/2024,6/14/2024,0.05,0.2,4/30/2024
Thermo Fisher Scientific Inc Common Stock,TMO,6/14/2024,7/15/2024,6/14/2024,0.39,1.56,5/22/2024
Comerica Incorporated Common Stock,CMA,6/14/2024,7/01/2024,6/14/2024,0.71,2.84,4/22/2024
First Horizon Corporation Common Stock,FHN,6/14/2024,7/01/2024,6/14/2024,0.15,0.6,4/23/2024
"American International Group, Inc. New Common Stock",AIG,6/14/2024,6/28/2024,6/14/2024,0.4,1.6,5/01/2024
"Telephone and Data Systems, Inc. Common Shares",TDS,6/14/2024,6/28/2024,6/14/2024,0.04,0.16,5/28/2024
Cadence Bank Common Stock,CADE,6/14/2024,7/01/2024,6/14/2024,0.25,1.0,4/24/2024
"Community Financial System, Inc. Common Stock",CBU,6/14/2024,7/10/2024,6/14/2024,0.45,1.8,5/15/2024
"Nuveen Municipal Value Fund, Inc. Common Stock",NUV,6/14/2024,7/01/2024,6/14/2024,0.029,0.348,6/03/2024
CONMED Corporation Common Stock,CNMD,6/14/2024,7/05/2024,6/14/2024,0.2,0.8,5/22/2024
Nuveen California Municipal Value Fund,NCA,6/14/2024,7/01/2024,6/14/2024,0.029,0.348,6/03/2024
Nuveen New York Municipal Value Fund Common Stock,NNY,6/14/2024,7/01/2024,6/14/2024,0.028,0.336,6/03/2024
"New America High Income Fund, Inc. (The) Common Stock",HYB,6/14/2024,6/28/2024,6/14/2024,0.04,0.48,6/03/2024
"Nuveen Municipal Income Fund, Inc. Common Stock",NMI,6/14/2024,7/01/2024,6/14/2024,0.036,0.432,6/03/2024
Meritage Homes Corporation Common Stock,MTH,6/14/2024,6/28/2024,6/14/2024,0.75,3.0,5/16/2024
"Blackrock MuniVest Fund, Inc. Common Stock",MVF,6/14/2024,7/01/2024,6/14/2024,0.03,0.36,6/03/2024
Devon Energy Corporation Common Stock,DVN,6/14/2024,6/28/2024,6/14/2024,0.13,0.88,5/01/2024
Devon Energy Corporation Common Stock,DVN,6/14/2024,6/28/2024,6/14/2024,0.22,0.88,5/01/2024
Range Resources Corporation Common Stock,RRC,6/14/2024,6/28/2024,6/14/2024,0.08,0.32,5/31/2024
Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,NQP,6/14/2024,7/01/2024,6/14/2024,0.078,0.936,6/03/2024
"Blackrock MuniYield Fund, Inc.  Common Stock",MYD,6/14/2024,7/01/2024,6/14/2024,0.0525,0.63,6/03/2024
Macy's Inc Common Stock,M,6/14/2024,7/01/2024,6/14/2024,0.1737,0.6948,5/16/2024
"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",MYN,6/14/2024,7/01/2024,6/14/2024,0.0442,0.5304,6/03/2024
Nuveen Select Tax Free Income Portfolio Common Stock,NXP,6/14/2024,7/01/2024,6/14/2024,0.052,0.624,6/03/2024
"Gray Television, Inc. CLass A Common Stock",GTN.A,6/14/2024,6/28/2024,6/14/2024,0.08,0.32,5/08/2024
"Blackrock MuniYield Quality Fund III, Inc Common Stock",MYI,6/14/2024,7/01/2024,6/14/2024,0.0555,0.666,6/03/2024
Renasant Corporation Common Stock,RNST,6/14/2024,6/28/2024,6/14/2024,0.22,0.88,4/11/2024
Nuveen California Select Tax-Free Income Portfolio Common Stock,NXC,6/14/2024,7/01/2024,6/14/2024,0.0455,0.546,6/03/2024
Nuveen New York Select Tax-Free Income Portfolio Common Stock,NXN,6/14/2024,7/01/2024,6/14/2024,0.041,0.492,6/03/2024
"Blackrock MuniYield Quality Fund, Inc. Common Stock",MQY,6/14/2024,7/01/2024,6/14/2024,0.058,0.696,6/03/2024
"Blackrock MuniYield Quality Fund II, Inc. Common Stock",MQT,6/14/2024,7/01/2024,6/14/2024,0.049,0.588,6/03/2024
Nuveen Select Maturities Municipal Fund Common Stock,NIM,6/14/2024,7/01/2024,6/14/2024,0.0275,0.33,6/03/2024
Blackrock MuniYield Pennsylvania Quality Fund Common Stock,MPA,6/14/2024,7/01/2024,6/14/2024,0.066,0.792,5/20/2024
Nuveen Arizona Quality Municipal Income Fund Common Stock,NAZ,6/14/2024,7/01/2024,6/14/2024,0.0725,0.87,6/03/2024
Graphic Packaging Holding Company,GPK,6/14/2024,7/05/2024,6/15/2024,0.1,0.4,5/23/2024
Nuveen Massachusetts Quality Municipal Income Fund Common Stock,NMT,6/14/2024,7/01/2024,6/14/2024,0.071,0.852,6/03/2024
Nuveen Virginia Quality Municipal Income Fund Common Stock,NPV,6/14/2024,7/01/2024,6/14/2024,0.072,0.864,6/03/2024
"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",MIY,6/14/2024,7/01/2024,6/14/2024,0.0465,0.558,6/03/2024
Cash-Settled Butter ,CB,6/14/2024,7/05/2024,6/14/2024,0.91,3.64,5/16/2024
"Blackrock MuniVest Fund II, Inc.  Common Stock",MVT,6/14/2024,7/01/2024,6/14/2024,0.0505,0.606,6/03/2024
Nuveen Missouri Quality Municipal Income Fund ,NOM,6/14/2024,7/01/2024,6/14/2024,0.0675,0.81,6/03/2024
Nuveen Minnesota Quality Municipal Income Fund ,NMS,6/14/2024,7/01/2024,6/14/2024,0.0735,0.882,6/03/2024
"Blackrock MuniAssets Fund, Inc Common Stock",MUA,6/14/2024,7/01/2024,6/14/2024,0.0555,0.666,6/03/2024
Boyd Gaming Corporation Common Stock,BYD,6/14/2024,7/15/2024,6/15/2024,0.17,0.68,5/13/2024
Federal Agricultural Mortgage Corporation Common Stock,AGM.A,6/14/2024,6/28/2024,6/14/2024,1.4,5.6,5/15/2024
Federal Agricultural Mortgage Corporation Common Stock,AGM,6/14/2024,6/28/2024,6/14/2024,1.4,5.6,5/15/2024
Rayonier Inc. REIT Common Stock,RYN,6/14/2024,6/28/2024,6/14/2024,0.285,1.14,5/17/2024
Albemarle Corporation Common Stock,ALB,6/14/2024,7/01/2024,6/14/2024,0.4,1.6,5/07/2024
RenaissanceRe Holdings Ltd. Common Stock,RNR,6/14/2024,6/28/2024,6/14/2024,0.39,1.56,5/13/2024
"Kforce, Inc. Common Stock",KFRC,6/14/2024,6/28/2024,6/14/2024,0.38,1.52,4/29/2024
Hanover Insurance Group Inc,THG,6/14/2024,6/28/2024,6/14/2024,0.85,3.4,6/03/2024
"Gray Television, Inc. Common Stock",GTN,6/14/2024,6/28/2024,6/14/2024,0.08,0.32,5/08/2024
NOV Inc. Common Stock,NOV,6/14/2024,6/28/2024,6/14/2024,0.075,0.3,5/16/2024
"Blackrock MuniHoldings Fund, Inc. Common Stock",MHD,6/14/2024,7/01/2024,6/14/2024,0.0525,0.63,6/03/2024
"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",MHN,6/14/2024,7/01/2024,6/14/2024,0.0435,0.522,6/03/2024
"Sonic Automotive, Inc. Common Stock",SAH,6/14/2024,7/15/2024,6/14/2024,0.3,1.2,4/25/2024
"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",MUC,6/14/2024,7/01/2024,6/14/2024,0.0485,0.582,6/03/2024
"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",MUJ,6/14/2024,7/01/2024,6/14/2024,0.05,0.6,6/03/2024
Sealed Air Corporation Common Stock,SEE,6/14/2024,6/28/2024,6/14/2024,0.2,0.8,5/23/2024
"Blackrock Debt Strategies Fund, Inc. Common Stock",DSU,6/14/2024,6/28/2024,6/14/2024,0.09873,1.1848,6/03/2024
American Tower Corporation (REIT) Common Stock,AMT,6/14/2024,7/12/2024,6/14/2024,1.62,6.48,5/23/2024
"Prosperity Bancshares, Inc. Common Stock",PB,6/14/2024,7/01/2024,6/14/2024,0.56,2.24,4/17/2024
"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",MUE,6/14/2024,7/01/2024,6/14/2024,0.045,0.54,6/03/2024
"WESCO International, Inc. Common Stock",WCC,6/14/2024,6/28/2024,6/14/2024,0.4125,1.65,5/30/2024
Nuveen California Quality Municipal Income Fund,NAC,6/14/2024,7/01/2024,6/14/2024,0.0735,0.882,6/03/2024
Nuveen New York Quality Municipal Income Fund Common Stock,NAN,6/14/2024,7/01/2024,6/14/2024,0.072,0.864,6/03/2024
Nuveen Quality Municipal Income Fund Common Stock,NAD,6/14/2024,7/01/2024,6/14/2024,0.0755,0.906,6/03/2024
Packaging Corporation of America Common Stock,PKG,6/14/2024,7/15/2024,6/14/2024,1.25,5.0,5/08/2024
Entravision Communications Corporation Common Stock,EVC,6/14/2024,6/28/2024,6/14/2024,0.05,0.2,5/02/2024
Global Payments Inc. Common Stock,GPN,6/14/2024,6/28/2024,6/14/2024,0.25,1.0,5/01/2024
Nuveen New Jersey Qualified Municipal Fund ,NXJ,6/14/2024,7/01/2024,6/14/2024,0.0785,0.942,6/03/2024
BlackRock Municipal Income Trust,BFK,6/14/2024,7/01/2024,6/14/2024,0.05,0.6,6/03/2024
Nuveen Municipal Credit Income Fund ,NZF,6/14/2024,7/01/2024,6/14/2024,0.0795,0.954,6/03/2024
Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,JRS,6/14/2024,7/01/2024,6/14/2024,0.17,0.68,6/03/2024
Blackrock Core Bond Trust,BHK,6/14/2024,6/28/2024,6/14/2024,0.0746,0.8952,6/03/2024
Nuveen AMT-Free Municipal Credit Income Fund ,NVG,6/14/2024,7/01/2024,6/14/2024,0.079,0.948,6/03/2024
BlackRock Virginia Municipal Bond Trust,BHV,6/14/2024,7/01/2024,6/14/2024,0.0395,0.474,6/03/2024
BlackRock Municipal Income Trust II,BLE,6/14/2024,7/01/2024,6/14/2024,0.052,0.624,6/03/2024
"Banc of California, Inc. Common Stock",BANC,6/14/2024,7/01/2024,6/14/2024,0.1,0.4,5/13/2024
Dick's Sporting Goods Inc Common Stock,DKS,6/14/2024,6/28/2024,6/14/2024,1.1,4.4,5/28/2024
Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,BYM,6/14/2024,7/01/2024,6/14/2024,0.0525,0.63,6/03/2024
Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NEA,6/14/2024,7/01/2024,6/14/2024,0.073,0.876,6/03/2024
Nuveen California AMT-Free Quality Municipal Income Fund,NKX,6/14/2024,7/01/2024,6/14/2024,0.076,0.912,6/03/2024
