companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
John Hancock Premium Dividend Fund,PDT,1/11/2024,1/31/2024,1/12/2024,0.0825,0.99,1/02/2024
John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,HTD,1/11/2024,1/31/2024,1/12/2024,0.138,1.656,1/02/2024
KKR Income Opportunities Fund Common Shares,KIO,1/11/2024,1/31/2024,1/12/2024,0.1215,1.458,12/26/2023
"Methode Electronics, Inc. Common Stock",MEI,1/11/2024,1/26/2024,1/12/2024,0.14,0.56,12/06/2023
"Mid-America Apartment Communities, Inc. Common Stock",MAA,1/11/2024,1/31/2024,1/12/2024,1.47,5.88,12/12/2023
"NexPoint Real Estate Finance, Inc. 8.50% Series A Cumulative Redeemable Preferred Stock",NREF^A,1/11/2024,1/25/2024,1/12/2024,0.53125,2.125,12/12/2023
Norwood Financial Corp. Common Stock,NWFL,1/11/2024,2/01/2024,1/12/2024,0.3,1.2,12/12/2023
Nuveen AMT-Free Municipal Credit Income Fund ,NVG,1/11/2024,2/01/2024,1/12/2024,0.0505,0.606,1/02/2024
Nuveen AMT-Free Municipal Value Fund,NUW,1/11/2024,2/01/2024,1/12/2024,0.0425,0.51,1/02/2024
Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NEA,1/11/2024,2/01/2024,1/12/2024,0.0425,0.51,1/02/2024
Nuveen Arizona Quality Municipal Income Fund Common Stock,NAZ,1/11/2024,2/01/2024,1/12/2024,0.035,0.42,1/02/2024
Nuveen California AMT-Free Quality Municipal Income Fund,NKX,1/11/2024,2/01/2024,1/12/2024,0.0455,0.546,1/02/2024
Nuveen California Municipal Value Fund,NCA,1/11/2024,2/01/2024,1/12/2024,0.029,0.348,1/02/2024
Nuveen California Quality Municipal Income Fund,NAC,1/11/2024,2/01/2024,1/12/2024,0.0435,0.522,1/02/2024
Nuveen California Select Tax-Free Income Portfolio Common Stock,NXC,1/11/2024,2/01/2024,1/12/2024,0.0455,0.546,1/02/2024
Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,NPCT,1/11/2024,2/01/2024,1/12/2024,0.083,0.996,1/02/2024
Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,JQC,1/11/2024,2/01/2024,1/12/2024,0.054,0.648,1/02/2024
Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,NDMO,1/11/2024,2/01/2024,1/12/2024,0.062,0.744,1/02/2024
Nuveen Floating Rate Income Fund Common Stock,JFR,1/11/2024,2/01/2024,1/12/2024,0.085,1.02,1/02/2024
Nuveen Global High Income Fund Common Shares of Beneficial Interest,JGH,1/11/2024,2/01/2024,1/12/2024,0.1035,1.242,1/02/2024
Nuveen Massachusetts Quality Municipal Income Fund Common Stock,NMT,1/11/2024,2/01/2024,1/12/2024,0.031,0.372,1/02/2024
Nuveen Minnesota Quality Municipal Income Fund ,NMS,1/11/2024,2/01/2024,1/12/2024,0.041,0.492,1/02/2024
Nuveen Missouri Quality Municipal Income Fund ,NOM,1/11/2024,2/01/2024,1/12/2024,0.0315,0.378,1/02/2024
Nuveen Mortgage and Income Fund,JLS,1/11/2024,2/01/2024,1/12/2024,0.142,1.704,1/02/2024
Nuveen Multi-Market Income Fund (MA),JMM,1/11/2024,2/01/2024,1/12/2024,0.0275,0.33,1/02/2024
Nuveen Municipal Credit Income Fund ,NZF,1/11/2024,2/01/2024,1/12/2024,0.0515,0.618,1/02/2024
Nuveen Municipal Credit Opportunities Fund Common Shares,NMCO,1/11/2024,2/01/2024,1/12/2024,0.0455,0.546,1/02/2024
"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",NMZ,1/11/2024,2/01/2024,1/12/2024,0.0425,0.51,1/02/2024
"Nuveen Municipal Income Fund, Inc. Common Stock",NMI,1/11/2024,2/01/2024,1/12/2024,0.034,0.408,1/02/2024
"Nuveen Municipal Value Fund, Inc. Common Stock",NUV,1/11/2024,2/01/2024,1/12/2024,0.029,0.348,1/02/2024
Nuveen New Jersey Qualified Municipal Fund ,NXJ,1/11/2024,2/01/2024,1/12/2024,0.0345,0.414,1/02/2024
Nuveen New York AMT-Free Quality Municipal Income Fund ,NRK,1/11/2024,2/01/2024,1/12/2024,0.041,0.492,1/02/2024
Nuveen New York Municipal Value Fund Common Stock,NNY,1/11/2024,2/01/2024,1/12/2024,0.028,0.336,1/02/2024
Nuveen New York Quality Municipal Income Fund Common Stock,NAN,1/11/2024,2/01/2024,1/12/2024,0.043,0.516,1/02/2024
Nuveen New York Select Tax-Free Income Portfolio Common Stock,NXN,1/11/2024,2/01/2024,1/12/2024,0.041,0.492,1/02/2024
Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,NQP,1/11/2024,2/01/2024,1/12/2024,0.0325,0.39,1/02/2024
Nuveen Preferred & Income Opportunities Fund,JPC,1/11/2024,2/01/2024,1/12/2024,0.0475,0.57,1/02/2024
Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,JPI,1/11/2024,2/01/2024,1/12/2024,0.098,1.176,1/02/2024
Nuveen Quality Municipal Income Fund Common Stock,NAD,1/11/2024,2/01/2024,1/12/2024,0.044,0.528,1/02/2024
Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,JRI,1/11/2024,2/01/2024,1/12/2024,0.1,1.2,1/02/2024
Nuveen Select Maturities Municipal Fund Common Stock,NIM,1/11/2024,2/01/2024,1/12/2024,0.026,0.312,1/02/2024
Nuveen Select Tax Free Income Portfolio Common Stock,NXP,1/11/2024,2/01/2024,1/12/2024,0.0485,0.582,1/02/2024
Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,NBB,1/11/2024,2/01/2024,1/12/2024,0.0735,0.882,1/02/2024
Nuveen Variable Rate Preferred & Income Fund Common Shares,NPFD,1/11/2024,2/01/2024,1/12/2024,0.0935,1.122,1/02/2024
Nuveen Virginia Quality Municipal Income Fund Common Stock,NPV,1/11/2024,2/01/2024,1/12/2024,0.0365,0.438,1/02/2024
OFS Capital Corporation 4.95% Notes due 2028,OFSSH,1/11/2024,1/31/2024,1/15/2024,0.309375,1.2375,1/11/2024
Oxford Square Capital Corp. 5.50% Notes due 2028,OXSQG,1/11/2024,1/31/2024,1/15/2024,0.34375,1.375,1/11/2024
Oxford Square Capital Corp. 6.25% Notes due 2026,OXSQZ,1/11/2024,1/31/2024,1/15/2024,0.390625,1.5625,1/11/2024
"Pathfinder Bancorp, Inc. Common Stock (MD)",PBHC,1/11/2024,2/02/2024,1/12/2024,0.09,0.36,12/26/2023
"PCM Fund, Inc. Common Stock",PCM,1/11/2024,2/01/2024,1/12/2024,0.08,0.96,1/02/2024
PhenixFIN Corporation  5.25% Notes due 2028,PFXNZ,1/11/2024,2/01/2024,1/12/2024,0.328125,1.3125,1/11/2024
PIMCO Access Income Fund Common Shares of Beneficial Interest,PAXS,1/11/2024,2/01/2024,1/12/2024,0.1494,1.7928,1/02/2024
PIMCO California Municipal Income Fund Common Stock,PCQ,1/11/2024,2/01/2024,1/12/2024,0.036,0.432,1/02/2024
Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,PCK,1/11/2024,2/01/2024,1/12/2024,0.0215,0.258,1/02/2024
PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,PZC,1/11/2024,2/01/2024,1/12/2024,0.0295,0.354,1/02/2024
Pimco Corporate & Income Opportunity Fund,PTY,1/11/2024,2/01/2024,1/12/2024,0.1188,1.4256,1/02/2024
Pimco Corporate & Income Strategy Fund Common Stock,PCN,1/11/2024,2/01/2024,1/12/2024,0.1125,1.35,1/02/2024
PIMCO Dynamic Income Fund Common Stock,PDI,1/11/2024,2/01/2024,1/12/2024,0.2205,2.646,1/02/2024
PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest,PDO,1/11/2024,2/01/2024,1/12/2024,0.1279,1.5348,1/02/2024
Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,PGP,1/11/2024,2/01/2024,1/12/2024,0.069,0.828,1/02/2024
Pimco High Income Fund,PHK,1/11/2024,2/01/2024,1/12/2024,0.048,0.576,1/02/2024
PIMCO Income Strategy Fund II,PFN,1/11/2024,2/01/2024,1/12/2024,0.0718,0.8616,1/02/2024
PIMCO Income Strategy Fund Shares of Beneficial Interest,PFL,1/11/2024,2/01/2024,1/12/2024,0.0814,0.9768,1/02/2024
PIMCO Municipal Income Fund Common Stock,PMF,1/11/2024,2/01/2024,1/12/2024,0.042,0.504,1/02/2024
Pimco Municipal Income Fund II Common Shares of Beneficial Interest,PML,1/11/2024,2/01/2024,1/12/2024,0.0395,0.474,1/02/2024
PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,PMX,1/11/2024,2/01/2024,1/12/2024,0.033,0.396,1/02/2024
PIMCO New York Municipal Income Fund Common Stock,PNF,1/11/2024,2/01/2024,1/12/2024,0.0335,0.402,1/02/2024
Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,PNI,1/11/2024,2/01/2024,1/12/2024,0.0295,0.354,1/02/2024
PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,PYN,1/11/2024,2/01/2024,1/12/2024,0.0248,0.2976,1/02/2024
"PIMCO Strategic Income Fund, Inc.",RCS,1/11/2024,2/01/2024,1/12/2024,0.051,0.612,1/02/2024
"Popular, Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",BPOPM,1/11/2024,2/01/2024,1/15/2024,0.127604,1.531248,1/04/2024
Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,PXSAP,1/11/2024,1/22/2024,1/13/2024,0.1615,1.938,1/03/2024
"Ramaco Resources, Inc. 9.00% Senior Notes due 2026",METCL,1/11/2024,1/31/2024,1/15/2024,0.5625,2.25,1/11/2024
Ready Capital Corporation 5.75% Senior Notes due 2026,RCC,1/11/2024,1/30/2024,1/12/2024,0.359375,1.4375,1/11/2024
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,SAIC,1/11/2024,1/26/2024,1/12/2024,0.37,1.48,12/01/2023
"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",SOJE,1/11/2024,1/16/2024,1/12/2024,0.2625,1.05,1/11/2024
